,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
320,IiltQ,8/5p2/6p1/2k3P1/p1P4p/P2K3P/8/8 b - - 1 37,c5c6 d3d4 c6d6 c4c5 d6e6 d4c4 f7f5 g5f6 e6f6 c4b5 g6g5 c5c6,2444,79,100,113,crushing enPassant endgame exposedKing pawnEndgame veryLong,https://lichess.org/0qfaJDsG/black#74,,1637540
321,t5vlM,1Rb3rk/4n2p/1B1p2r1/3Pp2q/P3Pp2/3B1Pb1/1P2Q2P/2R3NK w - - 1 31,a4a5 g3h2 e2h2 h5h2 h1h2 g6h6 g1h3 h6h3,2444,80,98,274,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/qcoG9mN8#61,,4819194
322,wuSO0,8/8/6p1/8/5k1p/3Bn3/PPPK4/8 w - - 0 38,d3g6 h4h3 g6e8 e3g2 e8c6 f4g3,2444,79,100,94,crushing defensiveMove endgame long quietMove,https://lichess.org/dUFIxGQq#75,,5153038
323,bwuIs,7r/pkp2pp1/1p3n1p/8/4P3/2q1B2P/P1P1Q1P1/3R2K1 b - - 0 19,g7g5 e3d4 c3c6 d1f1 f6e4 d4h8,2445,77,100,112,advantage endgame long,https://lichess.org/IQeHxPHU/black#38,,3317857
324,vGqDp,8/5RR1/4r3/2r2kp1/3pp3/6P1/5P1P/6K1 b - - 3 46,f5g4 g7h7 c5f5 h2h3 g4f3 f7f5,2445,77,99,219,crushing deflection endgame long quietMove rookEndgame,https://lichess.org/T9kYp4Q7/black#92,,5009859
325,J5ue7,3r1r1k/4R1p1/2b2pBp/3q1P2/2p5/6QP/P5P1/4R1K1 w - - 2 36,e7g7 d5c5 g1h2 h8g7,2445,78,99,114,advantage intermezzo middlegame short,https://lichess.org/U5h2NSqh#71,,1670195
326,uABIN,8/8/6p1/4kp2/7P/5PK1/8/8 b - - 3 43,e5d4 g3f4 d4d3 f4g5 d3e2 f3f4 e2e3 g5g6 e3f4 h4h5 f4e4 h5h6 f5f4 h6h7 f4f3 h7h8q,2446,78,98,72,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/8nZXRwwD/black#86,,4913151
327,vFDfC,8/8/1p6/5k2/1RP5/3K4/P5r1/8 b - - 1 42,g2a2 b4b6 f5e5 d3c3,2446,78,99,178,crushing defensiveMove endgame rookEndgame short,https://lichess.org/gR9IcNbe/black#84,,5007578
328,YKDJR,8/8/2p1k1pp/1p1r4/1P2R3/4KPP1/5P2/8 b - - 5 38,d5e5 e3d4 e5e4 f3e4 h6h5 f2f4,2446,75,99,129,crushing defensiveMove endgame long rookEndgame,https://lichess.org/B7ZzKx8H/black#76,,3000806
329,0EuBd,r1b2rk1/p4ppp/1p2pn2/1q1p4/3P2N1/2P3P1/PPQ2PP1/R3K2R b KQ - 1 17,h7h6 g4f6 g7f6 c2d2 b5b2 d2b2,2447,80,98,152,crushing long middlegame,https://lichess.org/2bx5uwy9/black#34,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,21058
330,3UP5D,r5k1/2q2p2/p2p2p1/3r2P1/2p5/3n1B2/PP1Q3P/1K1R2R1 b - - 1 27,c4c3 d2c3 c7c3 b2c3 a8b8 b1a1,2447,78,98,371,advantage long middlegame,https://lichess.org/tCnIVnxJ/black#54,,305425
331,SPRZL,8/3qprk1/p5p1/4R1Q1/1Ppn2P1/P7/5P1P/4R1K1 w - - 1 34,e5d5 d4f3 g1f1 d7b7 g5e3 b7d5,2447,77,99,136,crushing endgame fork long,https://lichess.org/ZaM1hIao#67,,2485017
332,lKvn7,5rk1/p1Q3pp/3R4/2p5/2P2r2/1P6/P1q2PPP/3R2K1 w - - 1 25,d1f1 f4f2 d6d1 c2e2 f1e1 f2g2 g1h1 e2f3,2447,77,98,150,crushing endgame veryLong,https://lichess.org/AmtGyRDl#49,,4139647
333,cn7YK,1r5k/4q1p1/3p1pQp/2rPpP2/p1P5/1PR4R/6PP/6K1 b - - 1 35,a4b3 h3h6 g7h6 g6h6 e7h7 h6f6 h7g7 c3h3 h8g8 f6e6,2448,77,98,68,crushing deflection endgame sacrifice veryLong,https://lichess.org/jzynTOeR/black#70,,3391166
334,d4GLW,1r1r2k1/5p2/b1p1pBBp/p1q1P3/1pP3RP/2n1pP2/PQ4P1/K1R5 b - - 0 27,f7g6 b2c2 c3e4 c2e4 c5d4 e4d4 d8d4 g4d4,2448,78,98,100,advantage middlegame veryLong,https://lichess.org/jKA7apyX/black#54,,3415525
335,fyxrg,8/p5pk/5r1p/3NQp2/8/q7/3p1PPP/1RrR2K1 b - - 3 38,c1b1 d5f6 h7g6 e5e8 g6f6 e8c6,2448,78,99,137,advantage endgame long,https://lichess.org/w1nFDpF1/black#76,,3670644
336,PkU2x,5r1k/p7/8/3B2pp/PPP4n/6KP/5r2/3RR3 w - - 0 34,b4b5 f8f4 e1e8 h8g7,2448,80,98,76,crushing defensiveMove endgame short,https://lichess.org/DQXdiu0O#67,,2251796
337,qBzJp,1r6/p1p2pk1/2p3p1/4N1P1/P3qPQ1/8/1PP5/1K1R4 w - - 5 27,b2b3 b8b3 b1c1 e4e3 d1d2 b3a3 e5d3 a3a1 c1b2 e3d4 c2c3 d4a4,2448,79,99,125,crushing endgame pin veryLong,https://lichess.org/4BszrgI6#53,,4564430
338,VM9FN,8/8/p1k5/P3p2p/8/2K2PP1/8/8 b - - 1 37,c6b5 c3d3 b5c6 d3e4 c6d6 f3f4 d6e6 f4e5,2448,77,100,87,crushing endgame pawnEndgame veryLong,https://lichess.org/wdNiprnr/black#74,,2741797
339,FLBNi,r7/P1k3b1/3p2p1/1Pp1q1Pp/3pP2P/1Q6/5P2/R5K1 b - - 1 37,d4d3 b5b6 c7b7 b3f7 b7b6 a1b1,2448,80,100,48,crushing endgame long,https://lichess.org/0gxVuxK8/black#74,,1341805
340,kc398,r7/pp5k/2b1P2p/2P5/4R3/4Q3/1q5P/3R2K1 w - - 1 32,d1d2 b2b1 g1f2 b1e4 d2d7 h7g6,2449,80,98,151,advantage defensiveMove endgame long,https://lichess.org/RZyP4H9v#63,,4076454
341,uVD9o,2kr2r1/pp1n1p2/2pQ1p1p/4p3/4P2N/N6b/P1q1BPP1/3R1RK1 b - - 1 17,c2e4 a3b5 g8g2 g1h1 g2f2 e2f3 f2f1 d1f1,2449,79,100,91,crushing middlegame sacrifice veryLong,https://lichess.org/D8K0415E/black#34,Caro-Kann_Defense Caro-Kann_Defense_Endgame_Offer,4942833
342,qJNNa,7r/8/7k/p1nN1K1p/P4P2/8/8/7R b - - 4 44,c5a4 h1g1 h8f8 d5f6 f8f6 f5f6,2449,75,99,173,crushing defensiveMove endgame long quietMove,https://lichess.org/wtAwx6Dv/black#88,,4574794
343,4KYzm,r2q1rk1/1p3pp1/p4b1p/3P4/Q2nNB2/3K3R/PP3P2/2R5 b - - 0 24,f8e8 a4e8 d8e8 e4f6 g7f6 c1g1 g8f8 f4d6,2449,76,98,259,crushing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/QZVl95Ez/black#48,,379495
344,Kf4dA,b2q4/4r1kp/6p1/2N2p2/1PBn1P1Q/8/6PP/5R1K w - - 2 29,f1d1 a8g2 h1g1 d4f3 g1f2 e7e2 c4e2 d8h4,2450,78,98,93,advantage discoveredAttack fork middlegame veryLong,https://lichess.org/ciN0R8yK#57,,1806850
345,g6Tqo,r5k1/q2bQppp/p3p3/Pp1pP1N1/2nP4/3B4/P5PP/2R3K1 b - - 2 24,d7c6 d3h7 g8h8 g5f7 h8h7 e7h4 h7g8 f7g5,2450,78,98,92,advantage deflection kingsideAttack middlegame veryLong,https://lichess.org/Ml9Sj7Nr/black#48,,3681152
346,cvV3I,8/pp1Q2k1/2p4p/6p1/6Pn/7q/5K2/5R2 b - - 4 47,g7g6 d7e6 g6g7 f2e2 h3f1 e2f1,2450,80,99,95,advantage endgame long,https://lichess.org/8eSh2XMS/black#94,,3403133
347,lkmmQ,2rq1rk1/pp3ppp/3bp3/3n4/3P4/P1PBBP1P/3Q1P2/R5RK b - - 2 19,c8c3 g1g7 g8g7 e3h6 g7h8 h6g7,2450,78,100,134,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/M9joMJNC/black#38,,4176381
348,UTNwC,2r2r2/6kp/p2p2p1/4p3/4Q1P1/1Nq5/PKP5/3R3R w - - 0 24,b2c1 f8f2 d1d2 f2d2 b3d2 c3a1 d2b1 c8b8 c1d2 b8b1 h1b1 a1b1,2450,77,99,276,advantage middlegame veryLong,https://lichess.org/gq2xaKdy#47,,2664929
349,KYKhu,8/8/8/4pKP1/1k1b4/5P2/8/8 b - - 0 45,b4c4 f5e4 d4c5 g5g6 c5f8 e4e5,2451,78,98,216,bishopEndgame crushing endgame long,https://lichess.org/OwuJhwxr/black#90,,1797478
350,piGDT,r2q3Q/pp2kp2/3p3p/3P4/8/3P2Pb/PP5N/R5K1 w - - 3 24,h8h6 d8b6 g1h1 h3g2 h1g2 b6b2 g2f3 b2a1,2451,80,100,162,advantage attraction endgame exposedKing fork sacrifice veryLong,https://lichess.org/M58eYhoS#47,,4523047
351,ZxiUX,7k/pp4pp/1n6/6PP/b4P2/1PP1q1N1/P1Qr4/1K3R1R w - - 1 31,c2c1 e3d3 b1a1 a4b3 c1d2 d3d2,2451,77,98,250,advantage fork long middlegame,https://lichess.org/AgZE9mDF#61,,3143992
352,9cdNG,r1b2rk1/p2n1ppp/4p3/1p1pP3/5PQ1/3B1R2/P2q2PP/5RK1 b - - 7 20,d7c5 d3h7 g8h7 f3g3 d2e3 g3e3,2451,77,98,199,crushing long middlegame quietMove sacrifice,https://lichess.org/lZclrl5p/black#40,,842300
353,BOEfQ,3Q4/6kp/2PN2p1/5p2/5P2/5P1K/3q3P/r7 b - - 2 37,d2f4 d8c7 g7f6 d6e4 f4e4 f3e4 a1a3 h3g2,2451,79,99,59,crushing defensiveMove endgame veryLong,https://lichess.org/Mzjj9Bpg/black#74,,996780
354,GEG3q,3Rr1k1/n4p1p/6p1/pPn5/P7/1p2P1q1/4Q3/1K1R4 b - - 1 31,g8f8 e2b2 e8d8 b2h8 f8e7 h8d8,2451,79,100,130,crushing long middlegame pin sacrifice,https://lichess.org/srZ5AEcn/black#62,,1419585
355,bSG65,8/1pq3k1/1p3p1p/1Q4p1/P7/7P/1P4P1/7K b - - 1 41,c7c6 b5c6 b7c6 b2b4 c6c5 b4c5 b6c5 h1g1,2452,78,98,299,crushing defensiveMove endgame queenEndgame quietMove veryLong,https://lichess.org/eazVO0iq/black#82,,3274311
356,ndl5H,2Q5/6rk/p2P1r2/6PK/8/2P1np1P/2P5/8 b - - 0 41,f6f7 d6d7 e3g2 d7d8q g2f4 h5g4,2452,79,99,172,advancedPawn crushing endgame long promotion,https://lichess.org/4QUrk1mg/black#82,,4341473
357,a5g4I,r2qr1k1/ppp2ppp/8/5p2/1bnn3N/P1N3P1/1P1Q1PBP/R1B2K1R w - - 1 14,d2d1 b4c3 b2c3 d4b3,2452,79,98,211,advantage opening short,https://lichess.org/W3rWixv2#27,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,3155091
358,ezx85,8/p2kp3/2p5/2P3P1/1p3P2/5b2/1P1KN3/8 b - - 2 35,f3e2 d2e2 d7e6 e2d3 a7a5 d3c4 e6f5 c4b3 f5f4 g5g6,2452,80,99,155,crushing endgame veryLong,https://lichess.org/Ajl5if4y/black#70,,3584241
359,c0K1b,8/p1pk4/2p2P1R/8/PP2K3/8/2P4p/7r w - - 0 39,h6h7 d7e6 f6f7 e6e7 h7h8 e7f7,2452,79,100,140,crushing defensiveMove endgame long rookEndgame,https://lichess.org/9x0oOhDX#77,,3322714
360,WDTrQ,4rrk1/p2Q3p/2p3p1/3p2B1/1q1b4/6P1/PP3P1P/R4RK1 w - - 0 20,d7c6 d4f2 f1f2 e8e1 g1g2 b4e4 g2h3 f8f2,2452,80,100,103,advantage deflection middlegame sacrifice veryLong,https://lichess.org/olURezfO#39,,2816615
361,L83sz,7k/6p1/p2p3p/4p2P/2Pp4/P7/1P2K3/8 b - - 0 35,h8h7 b2b4 g7g5 h5g6 h7g6 b4b5,2452,78,98,212,crushing enPassant endgame long pawnEndgame quietMove,https://lichess.org/o26GgEQu/black#70,,1847469
362,bFG9X,r1bk2nr/pppp1Bbp/2n5/4N3/3PPppq/8/PPP3PP/RNBQ1RK1 w - - 1 9,e5g4 g7d4 g1h1 h7h5 g4e5 d4e5,2452,78,98,178,advantage long opening,https://lichess.org/oAdALHqJ#17,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit,3256068
363,h5qAV,4k3/4q1Bp/2p3nP/1P1Q2P1/8/4p1K1/8/8 w - - 0 57,b5c6 e7c7 g7e5 c7e5 d5e5 g6e5 c6c7 e8d7,2452,80,98,274,crushing endgame exposedKing veryLong,https://lichess.org/FKRRaM2O#113,,3767621
364,fXAh5,8/2p5/p2p1k2/7R/2P2p2/1P3Pr1/P4K2/8 b - - 3 53,g3g5 h5g5 f6g5 b3b4 g5f6 a2a4,2452,78,99,131,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/QpJH8MlU/black#106,,3630932
365,MWZH0,8/1p1k4/8/P1K3Pp/3P1n1P/8/8/8 b - - 2 49,f4g2 c5b6 g2h4 b6b7 h4f5 a5a6,2453,80,99,168,crushing endgame knightEndgame long,https://lichess.org/yWQwX66M/black#98,,1969842
366,lF86n,2r3k1/pp1Q2pp/3p1q2/2r1p3/5b2/8/P5R1/1K4R1 b - - 5 34,c8c7 g2g7 f6g7 d7e8,2453,79,98,315,mate mateIn2 middlegame pin sacrifice short,https://lichess.org/f4ffkxLX/black#68,,4131440
367,MlFjR,r1bq2k1/pp2Rrbp/2p5/3p2Q1/3P1p1N/P1P4P/1P3PP1/4R1K1 b - - 5 26,d8d6 e7f7 g8f7 g5h5 f7g8 e1e8,2453,79,100,60,advantage attraction kingsideAttack long middlegame,https://lichess.org/6qd2e1vu/black#52,,1990651
368,hclgR,r4r2/3bqk2/3p3Q/p1pP1B1R/1nP5/1P1P4/7K/R7 b - - 0 29,d7f5 h5f5 f7e8 a1e1 f8f5 e1e7 e8e7 h6e6,2453,77,99,116,advantage attraction exposedKing middlegame pin veryLong,https://lichess.org/FLF0d0Eo/black#58,,3813689
369,uPy9Y,3r3k/1bq3p1/5p1p/1p1B3P/2PQ4/3R2P1/5PK1/8 w - - 2 33,g2h2 b5c4 d4c4 d8d5 c4d5 b7d5,2453,79,98,165,crushing endgame long,https://lichess.org/JLAqoxYv#65,,4935504
370,en5wW,8/4Npkp/1p2p1p1/1P6/1Q3P2/3q3P/3r2P1/2R3K1 w - - 9 34,c1c3 d3e2 c3g3 e2e1 g1h2 d2g2 g3g2 e1b4,2453,80,99,161,crushing discoveredAttack endgame fork veryLong,https://lichess.org/bTy7GNpF#67,,3566155
371,2sKMM,5rk1/4R2p/4nrpb/2p5/2N1p2q/1NP4P/PP2QPP1/5RK1 w - - 9 37,e7d7 e6f4 e2g4 h4g4 h3g4 f4e2 g1h1 e2g3,2453,80,98,195,advantage kingsideAttack middlegame veryLong,https://lichess.org/ubi7XTN8#73,,251485
372,wXT9w,8/p3p3/2B4p/2P1k2P/6p1/P2p1p2/5K2/8 w - - 0 40,c6d7 d3d2 d7a4 e5d5 c5c6 d5d6,2454,80,98,69,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/4UkR53HQ#79,,5120537
373,eONUS,3k4/R5p1/3K4/2P1p3/8/5Prp/P7/8 b - - 1 42,d8c8 a7a8 c8b7 c5c6 b7a8 c6c7 a8a7 c7c8q,2454,77,98,322,advancedPawn crushing endgame exposedKing promotion rookEndgame sacrifice veryLong,https://lichess.org/2t7uUpZp/black#84,,3531372
374,Fa61o,8/8/7B/b6p/P4k1P/8/3pK3/8 b - - 1 56,f4g4 h6d2 a5b6 d2e1,2454,77,100,79,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/h8GuWEVk/black#112,,1362701
375,HQEkf,3r1r2/pb2qppk/1p2p2p/2p1P3/4N2R/2P3Q1/PP4PP/5R1K w - - 0 23,h4h6 g7h6 e4f6 e7f6 e5f6 f8g8,2454,78,98,251,advantage hangingPiece long middlegame,https://lichess.org/lAsNNZ0t#45,,1523736
376,YnP0d,r4rk1/pp2bp2/3p1nbQ/3PpqN1/7P/2NR2R1/PP3PP1/4K3 b - - 7 18,f8e8 d3f3 e7f8 f3f5 f8h6 f5f6,2454,78,98,190,advantage long middlegame,https://lichess.org/KRqrUqAx/black#36,Philidor_Defense Philidor_Defense_Lion_Variation,3041890
377,sOSww,2rnQ1nr/ppq3kp/3pp3/6N1/1P1BP2N/2b5/P4PP1/2R3K1 b - - 3 22,g8f6 g5e6 d8e6 h4f5,2454,78,100,180,fork master mate mateIn2 middlegame pin sacrifice short,https://lichess.org/PljK7ySN/black#44,,4757654
378,0IzPt,5k2/3P1P2/6Kp/1B4p1/1p1r2P1/1P6/8/8 b - - 2 52,d4d2 g6f6 d2d6 f6e5 d6d7 b5d7,2455,78,99,284,crushing endgame long,https://lichess.org/PhvNVbWC/black#104,,26683
379,MiBzb,1k1r1b1r/p1ppq3/1p2p3/P3Pp2/2N2Pp1/2P3P1/1P4Q1/R1B2K2 b - - 0 20,h8h3 a5b6 c7b6 c4d6 e7d6 e5d6,2455,77,98,192,advantage long middlegame,https://lichess.org/72lex6bF/black#40,,1986382
380,AkMPN,r1q3kr/1b1p2b1/ppnPp2p/2p1P3/2Pn1BQ1/2NB4/PP3PP1/2R1K2R b K - 1 18,c8f8 c3e4 c6e5 f4e5 b7e4 d3e4,2455,79,98,158,advantage long middlegame pin,https://lichess.org/IlV3iDEK/black#36,Sicilian_Defense Sicilian_Defense_Franco-Sicilian_Variation,940484
381,qnihU,5k2/4R3/3P2P1/5P2/2K5/1r2p3/2b5/8 b - - 0 51,b3b6 g6g7 f8g8 d6d7 b6d6 f5f6,2455,79,99,142,advancedPawn crushing endgame long,https://lichess.org/YftRgqhJ/black#102,,4617744
382,7zbmc,6rk/R5pp/P1P5/2q5/8/3n1Q2/7P/6RK w - - 5 43,g1g7 c5c1 h1g2 g8g7 a7g7 d3e1 g2f2 e1f3,2455,78,100,85,advantage endgame fork intermezzo veryLong,https://lichess.org/JORNlF0Q#85,,699259
383,5ZXpt,8/1p6/p4p1p/Pq1p2pP/3P2k1/2R1Q3/5P1K/1r6 b - - 3 49,g4h5 e3h3 h5g6 c3f3 b5e8 h3f5,2455,77,98,138,advantage clearance endgame long,https://lichess.org/zpdnRtlP/black#98,,487475
384,fj0fD,8/8/3Qp2k/P2pPq2/7P/3r2p1/5P2/5RK1 w - - 0 63,f2f4 g3g2 f1b1 d3h3 d6e6 f5e6,2455,78,100,76,advancedPawn clearance crushing endgame long,https://lichess.org/pg1WDCnw#125,,3647848
385,2Ue3t,r1b1kb1r/ppp4p/2n2Qp1/1q2Nn2/3Pp3/8/PPP2PPP/R1B2RK1 b kq - 3 12,f8g7 f6f7 e8d8 e5c6 b5c6 c1g5,2456,79,99,98,crushing exposedKing long opening,https://lichess.org/V4ClatSn/black#24,Italian_Game Italian_Game_Rousseau_Gambit,218176
386,X73L5,2k3Rr/pp1b4/4p3/2bpPp2/3N1p2/3B3r/PqP2Q1P/6RK b - - 3 23,h8g8 g1g8 d7e8 g8e8 c8d7 e8d8 d7d8 d4e6,2456,79,100,169,advantage attraction deflection master middlegame queensideAttack veryLong,https://lichess.org/cLj12gw6/black#46,,2894743
387,laH0j,8/6RP/8/8/5r2/8/5Kpk/8 w - - 2 66,f2e3 f4f8 h7h8q f8h8,2456,77,100,119,crushing endgame quietMove rookEndgame short,https://lichess.org/rOEGjRQW#131,,4161461
388,kxPWh,8/8/PK6/4k1p1/4p1P1/2r5/4R3/8 b - - 0 42,e5d6 e2e4 c3b3 b6a5,2456,79,98,171,crushing defensiveMove endgame rookEndgame short,https://lichess.org/gtyXiB4E/black#84,,4106546
389,ky3W5,3r1k2/1p3ppp/2pr1P2/1b4P1/3P1R2/1B6/P5P1/4R2K b - - 0 28,d6d4 f4d4 d8d4 e1e8 f8e8 f6g7,2456,79,100,86,advancedPawn advantage deflection endgame long sacrifice,https://lichess.org/VeyDGNmf/black#56,,4107444
390,2wapl,5b1k/p4p1p/2Q5/5rp1/2B2P1q/4P1R1/PP3K1P/8 w - - 1 32,c6g2 g5f4 e3f4 h4f4,2456,75,98,233,crushing endgame short,https://lichess.org/jULGDFRA#63,,257543
391,STk41,r5rk/1p5p/pp1p1q2/4p3/4PpP1/P2P1N1K/RPPQ1P2/6R1 w - - 3 27,f3h2 f6h6 h3g2 g8g4 h2g4 f4f3 g2f3 h6d2,2457,80,98,382,advantage deflection discoveredAttack middlegame sacrifice veryLong,https://lichess.org/jaUHg5sD#53,,2491116
392,Aousw,8/8/3K1k2/2P1R3/5pp1/5P2/1r6/8 w - - 2 75,f3g4 b2d2 e5d5 d2d5 d6d5 f4f3 g4g5 f6e7 g5g6 f3f2 g6g7 e7f7 g7g8q f7g8 c5c6 f2f1q,2457,80,100,93,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/EtfuiEZj#149,,946907
393,AAWX1,1Q2R3/5pp1/6pk/P7/2rq4/7P/5PP1/7K b - - 0 34,d4f2 e8h8 h6g5 b8d8 f7f6 d8d5,2457,80,100,100,crushing endgame long master,https://lichess.org/7xPTeUe3/black#68,,890090
394,rJ1l0,5r1k/p6p/2p1R1p1/1p6/3q4/P1N5/1PP1R1B1/1K6 w - - 2 31,g2c6 f8f1 e2e1 d4g1 e6e8 h8g7,2458,79,99,198,advantage endgame long quietMove,https://lichess.org/QDhk3F7e#61,,4662231
395,rL2I8,8/8/5k2/2R5/4b2P/4P1PN/1r3PK1/4b3 w - - 9 49,g2f1 b2b1 f1e2 e1b4,2458,80,100,261,advantage endgame master quietMove short,https://lichess.org/x3TlZsB8#97,,4665145
396,kgC1F,2r3k1/2q2p2/3ppQp1/7P/4P2P/p4P2/PPr5/1K1R3R w - - 0 31,h5h6 c2b2 b1a1 c7c3 f6c3 c8c3,2458,78,98,124,advantage endgame long queensideAttack,https://lichess.org/fHEpRbAZ#61,,4082365
397,Cuzeh,rbR5/pp5p/2kp1Bp1/3R4/2p1P3/4q2P/P5PK/8 b - - 3 30,c6b6 f6d8 b8c7 d8c7 b6c6 d5d6,2458,80,100,106,advantage endgame exposedKing long,https://lichess.org/0HGk6lZg/black#60,,1130343
398,IR8Xc,8/8/2k2ppp/p3p3/P1K1P3/5PPP/8/8 b - - 0 46,f6f5 e4f5 g6f5 g3g4 f5g4 h3g4,2458,77,100,121,crushing endgame long pawnEndgame zugzwang,https://lichess.org/kzC3R2Me/black#92,,1612499
399,sCHWd,8/8/8/1p6/1P1Bkp2/P1P1p3/6K1/8 w - - 2 47,d4c5 f4f3 g2f1 e4d3 c5d6 e3e2 f1e1 f3f2 e1f2 d3d2 d6f4 d2d1 f2e3 e2e1q,2458,78,99,153,advancedPawn bishopEndgame crushing endgame exposedKing promotion veryLong,https://lichess.org/aPh56bRA#93,,4740322
400,qFJM4,3r4/8/2P5/p1R5/4ppk1/P7/4K3/8 w - - 7 46,c5a5 e4e3 c6c7 d8d2 e2e1 d2c2,2458,78,100,76,crushing endgame exposedKing long rookEndgame,https://lichess.org/l0Y0rK4h#91,,4569097
401,UspZi,r1b4k/p2q3p/1p4pB/4P3/P2Pp1Pb/1Q2P2r/6RP/5RK1 b - - 3 28,c8a6 f1f7 d7d4 h6g7 h8g8 f7f8,2458,77,99,186,advantage doubleCheck kingsideAttack long middlegame,https://lichess.org/jsc1TtsW/black#56,,2700457
402,ZYGWV,r1bq1r1k/p4pp1/2p2N1p/1p1p4/5R2/P2PP1Q1/1P4PP/R5K1 b - - 3 19,g7f6 f4h4 h8h7 g3f4 h7g6 h4h6,2459,77,99,81,clearance crushing kingsideAttack long middlegame,https://lichess.org/tnQSp47y/black#38,,3107831
403,mLKnt,2rr2k1/pp6/4p1Q1/2pPq1Pp/2P5/8/P5PP/5RK1 b - - 0 27,e5g7 g6e6 g8h8 f1f6 g7g5 h2h4,2459,77,99,79,advantage endgame long quietMove,https://lichess.org/uAHfLwV6/black#54,,4228053
404,I7AsB,1k1r4/pp2b1p1/P3p2r/3pPp2/3q1P2/3B4/1P1Q2PP/R4R1K w - - 1 23,a6b7 d8h8 h2h3 h6h3 g2h3 h8h3 h1g2 h3d3,2459,79,98,160,crushing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/3m1Ng49b#45,,1584279
405,5nULf,5b1k/2p3pp/8/3bq3/PpQNp3/1P4P1/6PP/4R2K w - - 2 29,d4c6 e5d6 c4f1 d5c6,2459,78,98,121,advantage endgame short,https://lichess.org/XpbrJiLZ#57,,507402
406,nACJG,8/6p1/1p6/1P1kp3/P1p3P1/4K3/1P6/8 w - - 0 40,e3d2 d5c5 d2c3 e5e4 c3d2 c5b4,2461,77,100,134,crushing endgame long pawnEndgame quietMove,https://lichess.org/EKbEdyZJ#79,,4299816
407,9JGBs,1R6/1P6/1r6/5pp1/7p/6kP/2K3P1/8 w - - 4 47,c2d3 g5g4 h3g4 f5g4,2461,80,98,67,advantage endgame rookEndgame short,https://lichess.org/wGICKC7n#93,,814937
408,xuSqM,r1b2r1k/p1q1p1b1/6p1/2p3NP/2p1P3/2P1Q3/PP3P2/2KR3R b - - 0 21,c7f4 g5f7 f8f7 h5g6,2461,78,98,92,advantage discoveredAttack kingsideAttack master middlegame sacrifice short,https://lichess.org/BeNBvD1a/black#42,,5240693
409,Igf8q,4r1k1/p4rp1/2p2n2/1p4q1/3PB2R/P4pP1/1PQ2PbB/4R1K1 w - - 16 29,c2c6 f7e7 e4f3 g2f3 c6f3 e7e1,2461,78,99,87,advantage kingsideAttack long middlegame,https://lichess.org/YygiWxdm#57,,1634586
410,CVvsB,4r2k/p5p1/1p1p2qp/2pP4/2PbN2P/P2B1QP1/1P4K1/8 b - - 10 37,d4b2 h4h5 g6e4 d3e4,2461,78,99,313,crushing endgame short,https://lichess.org/yqriu96N/black#74,,1094956
411,WvDEn,1K6/8/1P1k4/5B2/6P1/8/r7/8 b - - 4 71,a2b2 b6b7 b2b4 g4g5,2462,79,98,204,advancedPawn crushing defensiveMove endgame short,https://lichess.org/4sfL7SeC/black#142,,2878116
412,9r30P,8/1p4R1/p6r/K7/1P1k4/8/6P1/8 b - - 11 52,h6h2 g7b7 d4c4 a5a6 h2g2 b4b5,2462,78,98,185,crushing defensiveMove endgame long rookEndgame,https://lichess.org/0PoIMILO/black#104,,862628
413,kbniZ,5r2/p2R1bk1/1p2pN1p/4PppQ/5q1P/2P5/P4PP1/6K1 b - - 4 30,g5g4 h5f7 f8f7 f6h5 g7h8 d7d8 h8h7 h5f4,2462,77,98,138,crushing endgame fork sacrifice veryLong,https://lichess.org/IFTaagTY/black#60,,4076118
414,TO4Jx,r3r1k1/ppq2pp1/1np4p/3p1P1B/3PpP2/1PP3Q1/P5PP/R4RK1 b - - 0 22,c7d7 f5f6 g7g6 f4f5 g6g5 h2h4,2462,78,98,74,crushing long middlegame pin,https://lichess.org/spyBsoSd/black#44,,2570267
415,U0hOp,rn2kb1r/pQ4pp/2p5/3p3P/2Ppq3/2P1P3/P3K3/1RB2B1R b kq - 3 19,e4h1 b7c8 e8f7 b1b7 f8e7 c8f5,2462,78,98,82,crushing exposedKing long middlegame,https://lichess.org/pbqahtdZ/black#38,,2624880
