,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
10,oIM6B,8/4k3/4b2p/p3K3/6P1/P1p4P/4B3/8 w - - 0 38,e2d3 e6b3 e5d4 c3c2 d3c2 b3c2,1800,75,100,240,advancedPawn bishopEndgame crushing endgame long quietMove,https://lichess.org/Pi6BxPRx#75,,4398621
11,Ml9OZ,8/1p2R3/2p3kp/6p1/1B1r1bK1/1P5P/P4P2/8 w - - 10 42,b4c3 h6h5 g4f3 d4d3 f3e4 d3c3,1800,74,100,396,advantage endgame fork long,https://lichess.org/8j49NZww#83,,1990491
12,v2OJN,1k2Q3/1prr1p1p/1R4p1/p4q2/2nP4/6PP/P5BK/1R6 b - - 3 34,b8a7 b6a6 b7a6 e8a8,1800,74,100,199,mate mateIn2 middlegame sacrifice short,https://lichess.org/EfHlUqTp/black#68,,4989263
13,xrv7o,2r4k/2r2pp1/2N1b2p/2R5/p3N3/4P2P/5PP1/1R4K1 w - - 2 27,b1b8 c8b8 c6b8 c7c5 e4c5 a4a3,1800,75,100,75,advantage long middlegame,https://lichess.org/HRmmuYY2#53,,5237103
14,buey9,8/p7/3rRpkp/3P2pN/r4PP1/2PK4/8/8 b - - 0 48,d6e6 f4f5 g6f7 f5e6,1800,75,100,500,advantage endgame fork master short,https://lichess.org/Wgk1xnqH/black#96,,3314686
15,rxBCz,8/8/p5pp/1p3k2/1P3P1P/P5K1/8/8 b - - 3 37,f5e4 g3g4 e4d3 f4f5 g6f5 g4f5,1800,75,100,96,crushing endgame long pawnEndgame zugzwang,https://lichess.org/EsZdglcM/black#74,,4718971
16,PXftm,6k1/5p2/4p3/4P3/3PB1pb/P2QP1q1/1r1RK1P1/8 w - - 2 43,d2b2 g3e1,1800,75,100,246,endgame mate mateIn1 oneMove,https://lichess.org/8UKKRtUE#85,,2233840
17,qQ95H,4r2k/1q2P3/7p/1p2QprP/1Pp5/6NK/2P2P2/5R2 b - - 0 38,h8g8 e5e6 g8h7 e6f7 g5g7 f7e8,1800,75,100,471,crushing endgame exposedKing fork long,https://lichess.org/cKZv5vPb/black#76,,4584486
18,VnFWj,2b5/8/3k4/p2p4/Pp1PpKB1/1P2P3/8/8 b - - 0 56,c8g4 f4g4 d6e6 g4g5 e6f7 g5f5,1800,75,100,139,crushing endgame long,https://lichess.org/I1XseOIH/black#112,,2779874
19,Lddmh,3br1k1/pp2r1p1/3N3p/1q3b2/3P1P2/2P5/PP1Q2PP/4RRK1 b - - 2 25,b5d3 d2d3 f5d3 d6e8,1800,75,100,74,advantage middlegame short,https://lichess.org/HEKInEmE/black#50,,1892041
20,PXTLi,r4rk1/1b1n1pp1/pp2pq1B/4R3/P2p2Q1/2PB4/1P4PP/R5K1 w - - 1 21,h6g7 d7e5 g7f6 e5g4,1800,74,100,182,advantage fork master middlegame short,https://lichess.org/lWV7YoL7#41,,2233547
21,uU1dx,8/N7/5p2/3Pp3/4Pbk1/2p4N/4K3/8 w - - 2 48,h3f4 e5f4 a7c6 f4f3,1800,74,100,186,crushing endgame knightEndgame master short,https://lichess.org/XZTef9aB#95,,4941181
22,CMiDH,6nQ/p2q4/1p4kp/5N2/6P1/5P2/6K1/8 b - - 2 48,d7h7 f5h4 g6f7 h8h7,1801,75,100,84,crushing deflection endgame short,https://lichess.org/JmoDTM3r/black#96,,1082025
23,8PC59,2r5/3Rnpkp/p5p1/1p2q3/4Pp2/1B3P1P/1PQ3P1/6K1 w - - 3 30,d7e7 e5d4 g1h2 c8c2,1801,75,100,128,crushing endgame short,https://lichess.org/J2KAiDaZ#59,,735426
24,4A2NK,r4r2/pp2b3/2k5/3p3P/2PB4/1P2QPq1/P1bN2P1/n4K1R b - - 4 30,e7g5 e3e6 g3d6 c4d5 c6c7 d4e5,1801,75,100,656,advantage long middlegame pin,https://lichess.org/Ub2UySNI/black#60,,364489
25,2R1gq,1r2r3/7p/p2p1ppk/8/3P1P2/P2q2P1/1B4QP/1R2R1K1 w - - 5 32,e1e8 d3b1 g2f1 b1f1 g1f1 b8e8,1801,75,100,86,advantage endgame hangingPiece long,https://lichess.org/yVGdGqBY#63,,213111
26,ayFkQ,6k1/1pp2r2/p1p4p/4P1n1/2P4N/1P2QbPq/P6P/5RK1 w - - 0 29,h4f3 h3f1 g1f1 f7f3,1801,75,100,136,advantage attraction endgame intermezzo short,https://lichess.org/gPYLrNE1#57,,3232104
27,5SIrk,2r3k1/5pp1/4p2p/6P1/8/1P2Pq2/P1r2P2/KQ1R3R b - - 2 32,h6g5 b1c2 f3f6 c2b2,1801,74,100,145,advantage endgame short,https://lichess.org/L4daxcUG/black#64,,477259
28,XtPpj,2r3k1/1p2Rp1p/3p2p1/r1nP4/p2RP3/5P2/PP2B1PP/6K1 w - - 1 21,d4b4 g8f8 b4b7 c5b7,1801,75,100,203,advantage endgame master masterVsMaster short,https://lichess.org/uwwmxjiL#41,,2962932
29,DlX7N,r1bq1kr1/p5pR/1p2p1Q1/3nPp2/8/P2P4/1P1K1PP1/7R b - - 4 24,c8a6 h7g7 d8g5 g6g5 g8g7 h1h8,1801,75,100,267,crushing long middlegame,https://lichess.org/jeTMEgIV/black#48,,1203961
30,ylaDi,4R3/p2r4/1p1kp3/3p4/P2P4/1KP5/1P6/8 b - - 3 47,d7e7 e8e7 d6e7 b3b4 e6e5 d4e5 e7e6 b4b5 e6e5 b5a6,1801,75,100,160,crushing endgame rookEndgame veryLong,https://lichess.org/l84VlasW/black#94,,5315853
31,YrGi7,rnbqr3/ppp2kpp/8/8/3P4/1Qb1PN2/PP4PP/R4RK1 b - - 1 13,c8e6 f3g5 f7g8 g5e6,1801,75,100,122,advantage deflection doubleCheck middlegame short,https://lichess.org/VetUL6OJ/black#26,French_Defense French_Defense_Exchange_Variation,3047359
32,u8ME3,1r1r2k1/4npp1/pbpp3p/1p1BP3/4Pq2/1QP1RN1P/PP3PP1/3R1K2 b - - 0 29,c6d5 g2g3 f4e3 f2e3,1801,75,100,351,advantage middlegame short trappedPiece,https://lichess.org/zVoRX2rW/black#58,,4910535
33,KOmev,4r1k1/pp3r1p/5b2/6p1/PP1PbPN1/2P5/6PP/4RRK1 b - - 3 27,g5f4 g4h6 g8f8 h6f7 f8f7 f1f4,1801,74,100,206,advantage fork long middlegame,https://lichess.org/N0iA2PD7/black#54,,1784092
34,LGaRa,4k3/R4p2/2Kb4/2pN2p1/1pPpP1Pp/3r1p2/1P6/8 b - - 5 72,d6e5 a7a8 e5b8 a8b8,1801,75,100,127,endgame master mate mateIn2 short,https://lichess.org/qcfUqC6J/black#144,,1859453
35,Mfn9T,b6Q/p2pkp2/1p3n2/5P2/4P1p1/1P1B4/P1P2RP1/q5K1 w - - 0 31,g1h2 g4g3 h2g3 f6e4 d3e4 a1h8,1801,74,100,131,advantage attraction discoveredAttack endgame fork long,https://lichess.org/HXyp5MHQ#61,,1983139
36,cKQMo,8/8/8/8/2pk4/8/2Kp1P1P/8 w - - 0 59,h2h4 c4c3 h4h5 d4e5 h5h6 e5f6 h6h7 f6g7 h7h8q g7h8,1801,75,100,101,crushing endgame pawnEndgame veryLong,https://lichess.org/Dy59Jlzh#117,,3351012
37,lvsHF,6k1/1bp2rp1/1P2rq1p/3p4/1B1Pp3/4P2P/3Q1P2/R2R1BK1 w - - 1 27,b6c7 f6g5 f1g2 e6g6,1802,75,100,113,advantage clearance defensiveMove middlegame short,https://lichess.org/95mCauPL#53,,4192190
38,R0WPZ,2k2r2/1p1q4/p2p2p1/P6p/2PQP3/6P1/5rP1/1R1R2K1 w - - 0 29,d4d6 f2f1 g1h2 d7d6 d1d6 f1b1,1802,74,100,936,crushing endgame intermezzo long,https://lichess.org/EPEFc0yt#57,,2361814
39,tdJE0,8/1pk3p1/7p/rP3PP1/5P2/8/pn2BK2/R7 b - - 0 40,c7d6 f5f6 g7f6 g5h6,1802,75,100,161,advantage deflection endgame master short,https://lichess.org/uASuWgLs/black#80,,4866572
40,JDPX5,8/p5p1/1p1k3p/3p1p2/1P1K1P1P/8/P5P1/8 b - - 0 38,b6b5 h4h5 d6e6 d4c5,1802,74,100,244,crushing endgame pawnEndgame quietMove short zugzwang,https://lichess.org/X4OD0hX8/black#76,,1680743
41,xnd4u,r3r3/pp3pk1/5pn1/3P2p1/7p/3BB2q/PPQ2P2/3RR1K1 w - - 0 22,c2c4 g6e5 c4e4 e5f3 e4f3 h3f3,1802,74,100,182,crushing fork long middlegame,https://lichess.org/gn95Iq3E#43,,5230957
42,tlNry,5rk1/p5rp/4p1pR/2P2p2/5n1Q/1BP5/Pq3PPP/3R2K1 w - - 0 27,c5c6 g6g5 h4g3 f4e2 g1f1 e2g3,1802,75,100,72,advantage fork long middlegame,https://lichess.org/ML8xhPfd#53,,4877975
43,LFrAv,8/5pk1/4B1p1/6P1/1R2KP1P/2r5/3n4/8 w - - 1 49,e4e5 c3e3 e5d6 e3e6,1802,75,100,160,advantage endgame master short skewer superGM,https://lichess.org/Q6BLPphv#97,,1858389
44,oLh54,7r/1p3k2/p4bp1/3Brp2/3N4/2P1qP1p/PP5P/3R2QK b - - 0 36,f7g7 d4f5 e5f5 g1e3,1802,74,100,482,crushing deflection master middlegame pin short,https://lichess.org/eQArj67N/black#72,,4403430
45,Sz0XX,1k4rr/6q1/3p1p2/PPpPb3/7p/8/3BQ1PP/3R1RK1 w - - 0 29,h2h3 g7g3 d2f4 e5f4 f1f4 g3f4,1802,75,100,113,advantage long middlegame,https://lichess.org/moU1wsYd#57,,2534898
46,G9XqJ,r5k1/1p1b1p1p/p5p1/3q4/P6Q/2B5/1P4pP/R5K1 b - - 3 24,d7c6 h4f6 d5c5 c3d4 c5d4 f6d4,1802,75,100,184,advantage defensiveMove endgame long,https://lichess.org/56iuWOPE/black#48,,1412963
47,8Js7d,8/8/p7/2bk1p2/5P2/1P1p1KP1/3B4/8 w - - 1 44,g3g4 f5g4 f3g4 d5e4 f4f5 c5e3,1802,75,100,517,bishopEndgame crushing endgame long,https://lichess.org/CA8bc6sl#87,,728027
48,oEzkO,r1b1k2r/ppp1qppp/2p5/8/4PQ2/3Pn1PB/PPP4P/RN2K2R w KQkq - 0 12,h3c8 e3g2 e1d1 g2f4,1802,75,100,609,advantage fork middlegame short,https://lichess.org/eYaAw5pe#23,Petrovs_Defense Petrovs_Defense_Stafford_Gambit,4394004
49,AyeJd,2r5/3k1p2/4p3/pp6/2p2PPP/3r1R2/PPR3K1/8 w - - 1 30,f3d3 c4d3 c2c8 d3d2 c8c3 d2d1q,1802,75,100,138,advancedPawn advantage endgame long promotion rookEndgame,https://lichess.org/7gdXcPEG#59,,960593
50,N8Z9N,3r2k1/2B2pbp/b5p1/8/1p1N4/3qP2P/1P3QP1/4R1K1 b - - 6 32,d8d4 e3d4 g7d4 e1e8 g8g7 c7e5 d4e5 e8e5,1802,75,100,152,advantage middlegame veryLong,https://lichess.org/xKXw4msw/black#64,,2023532
51,5iP71,rn1qr1k1/ppp2pp1/8/3pN1bQ/3Pn3/7R/PPP3PP/RN4K1 b - - 1 14,g5h6 h5f7 g8h8 h3h6 g7h6 e5g6,1802,74,100,178,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/vzvZMiOS/black#28,French_Defense French_Defense_Exchange_Variation,500175
52,PQJ52,r4rk1/ppp3pp/2n5/3qN1p1/3P4/8/1P3PPP/R2QR1K1 b - - 3 16,d5d4 d1b3 g8h8 e5f7 f8f7 b3f7,1802,75,100,107,advantage kingsideAttack long middlegame,https://lichess.org/TS5Wv9sH/black#32,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,2223321
53,PuWWM,r4rk1/3qbppp/b7/p1p2N2/3p4/P4QP1/1P1B1P1P/R1R3K1 b - - 1 26,a6b7 f3g4 d7f5 g4f5,1802,75,100,119,advantage middlegame short,https://lichess.org/Ha1UR0Y9/black#52,,2265911
54,0vVh3,8/8/8/8/5p2/5k1P/8/4K3 w - - 0 71,h3h4 f3g2 e1e2 f4f3,1802,75,100,290,crushing endgame pawnEndgame short,https://lichess.org/O8drylTs#141,,80816
55,rsCfC,r1bqr1k1/1p2bppp/p3pn2/6B1/3NN3/2P2Q2/PP4PP/R4RK1 b - - 4 16,f6e4 f3f7 g8h8 g5e7 c8d7 e7d8,1802,75,100,138,crushing kingsideAttack long middlegame,https://lichess.org/EzGOpZgy/black#32,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,4712000
56,b6jba,8/5K2/8/8/3q1pk1/8/6Q1/8 b - - 8 64,g4f5 g2g6 f5e5 g6e6,1802,75,100,334,endgame master mate mateIn2 queenEndgame short,https://lichess.org/cdK9aCod/black#128,,3244148
57,N5SnF,8/2p4p/pp1p2p1/P2P1k2/1PP2Pp1/6K1/8/8 b - - 0 43,h7h6 b4b5 a6b5 a5a6 b5c4 a6a7,1802,74,100,311,advancedPawn crushing endgame long pawnEndgame sacrifice,https://lichess.org/FduVeAjg/black#86,,2019126
58,Quz8K,r5n1/pppqr1k1/5p2/3p2pP/8/2PQR1B1/P1B3P1/6K1 b - - 3 31,e7e3 d3h7 g7f8 h7d7,1802,75,100,383,advantage middlegame short skewer,https://lichess.org/tRxIXeHY/black#62,,2353933
59,jhQV0,1r3r1k/1p4b1/pnp3Q1/8/1PPq2P1/P6P/6B1/2R2R1K b - - 2 26,b6c4 g2e4 f8f1 c1f1 d4e4 g6e4,1802,74,100,123,crushing long middlegame,https://lichess.org/XGywuYHs/black#52,,3996194
60,YsXyN,r1qb1rk1/1p3P2/3p4/1P1Np1p1/2B1P3/3P2P1/7K/1R3Q2 b - - 0 30,f8f7 d5e7 d8e7 f1f7,1802,75,100,625,crushing intermezzo middlegame pin short,https://lichess.org/mwTU2Gxg/black#60,,3049146
61,XNo2Y,r1bq2k1/ppp2ppB/2n2n2/8/1r6/6Q1/PPP2PPP/2KR2NR b - - 0 12,g8h7 d1d8 c6d8 g3d3 c8f5 d3f5,1802,75,100,69,advantage fork long master middlegame,https://lichess.org/5RXiXA4A/black#24,Center_Game Center_Game_Berger_Variation,2918409
62,TuZFg,4r2r/3k4/R2p4/1p1b1q1p/1P1Q1PnP/8/1PP3P1/2B1R1K1 w - - 1 25,d4a7 d7c8 e1e7 e8e7,1802,74,100,152,crushing defensiveMove master middlegame short,https://lichess.org/EMUoM9Ml#49,,2616295
63,w1Srv,1r4kb/4Qp2/3p1Pp1/3P3p/2p1N3/3nq2P/1P4PK/1R3R2 w - - 2 35,e4d6 e3e7 f6e7 h8e5 h2g1 e5d6,1802,75,100,465,advantage fork long master middlegame,https://lichess.org/z6Auwwgj#69,,5075483
64,lpsOH,r7/ppp2rk1/6pp/3Bq1n1/1NQ3b1/6P1/PP3PKP/R4R2 w - - 7 21,d5f7 g4f3 g2g1 g5h3,1802,75,100,256,mate mateIn2 middlegame short,https://lichess.org/sLXQlmmJ#41,,4183556
65,jTl1v,r6k/1ppb3p/8/pNqPp3/2P1n1pN/6P1/PP4KP/2R2Q2 w - - 4 26,c1e1 a8f8 e1e4 f8f1,1803,75,100,193,advantage middlegame short,https://lichess.org/nXBdSNY5#51,,3976839
66,JNMTX,5k2/R4p1r/p2N4/4PP2/7p/2r2n1P/P4R1K/8 w - - 2 34,h2g2 h7g7 g2f1 g7g1 f1e2 g1e1,1803,75,100,101,endgame long mate mateIn3,https://lichess.org/CI85AHwB#67,,1694938
67,4Xevx,1Rb2rk1/5ppp/p1NQp3/3pP3/5q2/3n1NPP/5P1K/8 b - - 0 28,f4f3 d6f8 g8f8 b8c8,1803,75,100,235,attraction mate mateIn2 middlegame short,https://lichess.org/lLtUSrYF/black#56,,397576
68,9xXA0,2k5/2p4p/PP3pp1/2P5/8/6BP/4r1PK/8 b - - 0 44,c7b6 c5b6 e2b2 b6b7 b2b7 a6b7,1803,75,100,127,advancedPawn crushing endgame exposedKing long,https://lichess.org/X4Dmas34/black#88,,871802
69,wJzAu,2r3k1/3qbr1p/p5p1/2p1PpP1/1p3P2/3P2KR/PP2QB2/7R b - - 6 27,c8d8 e5e6 d7d3 e2d3 d8d3 g3g2 d3h3 e6f7,1803,74,100,427,advancedPawn crushing fork middlegame veryLong,https://lichess.org/0sM3Ksts/black#54,,5101455
70,fOZVL,2r3k1/5p2/pp1p3p/1Nr1n2p/P3P3/6K1/3Q3P/5B2 w - - 0 32,b5d6 c5c3 g3f2 c3c2 d6c8 c2d2,1803,75,100,560,advantage endgame long pin,https://lichess.org/KpCGGbxV#63,,3618809
71,4JeHj,8/8/1p6/p1p2p2/2Pn1P2/1P2K3/P7/1B3k2 w - - 14 48,b1d3 f1e1 d3b1 e1d1,1803,75,100,166,crushing defensiveMove endgame master short,https://lichess.org/C5wekgmZ#95,,378164
72,DX3kk,4r3/4n3/R6p/p1b2p1k/7P/2p2PP1/r7/4R2K b - - 0 38,f5f4 e1e5 e7f5 e5f5,1803,75,100,63,endgame fork mate mateIn2 short,https://lichess.org/Jw6iRTOs/black#76,,1183620
73,LSbjm,6k1/p4ppp/1p1P3r/2p1r3/2P1P3/P4PqP/3Q2P1/4RB1K b - - 0 38,e5g5 d6d7 h6h3 h1g1,1803,75,100,57,advancedPawn advantage endgame short,https://lichess.org/0G9LKlMH/black#76,,1876493
74,xmkkx,4R3/1p6/p4k2/3p1rp1/6K1/2P5/PP6/8 b - - 3 46,f6g6 e8g8 g6f6 g8f8 f6e6 f8f5,1803,75,100,207,crushing endgame long rookEndgame,https://lichess.org/g5tPDBCc/black#92,,5229722
75,tR4DE,5rk1/pp3rpp/2p1Q3/2Pp4/1P2p3/P3q1P1/6PP/R4R1K b - - 6 26,e3d4 f1f7 f8f7 a1f1 d4f6 f1f6,1803,74,100,191,crushing endgame long pin,https://lichess.org/mdH07yAl/black#52,,4849199
76,metUJ,r4rk1/pp4pp/3Pq3/2pnP3/8/2B3R1/PPQ3PP/5RK1 w - - 0 25,g3h3 f8f1 g1f1 e6h3 g2h3 d5e3 f1e2 e3c2,1803,75,100,114,advantage fork middlegame sacrifice veryLong,https://lichess.org/xKMGHHzj#49,,4255649
77,WfShK,8/3Q2pk/pppb2r1/3p1p2/1P1P1P1p/2P1P1rP/P4RBK/8 w - - 0 34,d7c6 g3g2 f2g2 d6f4 e3f4 g6c6,1803,75,100,130,advantage deflection discoveredAttack endgame long,https://lichess.org/D6OrTnjU#67,,2856026
78,9bHMj,4r1kr/p1Q2p1p/1pp2p2/8/3P4/PN5P/1PP1KPq1/R3R3 w - - 1 26,e2d1 g2f3 d1d2 f3f2 d2d3 e8e1 a1e1 f2e1,1803,75,100,370,advantage deflection middlegame veryLong,https://lichess.org/FBLJOvQN#51,,840395
79,Fgpml,r2k3r/p5pp/2pbpn2/n2q4/8/3B4/PPP1QPPP/RNB1R1K1 w - - 2 15,e2e6 h8e8 e6e8 f6e8,1803,75,100,200,advantage middlegame short,https://lichess.org/xdvkbofd#29,Italian_Game Italian_Game_Two_Knights_Defense,1372184
80,5pwVf,8/5Qb1/4B1p1/1p4k1/4q3/5pK1/5P2/8 w - - 0 44,f7g7 e4f4 g3h3 f4h4,1803,75,100,73,endgame master mate mateIn2 short,https://lichess.org/dP4qdpNg#87,,510873
81,sRIc7,8/5p1k/Q1p3p1/8/P4P1P/4q1K1/6P1/8 w - - 1 36,g3g4 f7f5 g4g5 e3e7,1803,74,100,301,endgame mate mateIn2 queenEndgame short,https://lichess.org/xQw1s2id#71,,4761633
82,NKuyg,5r2/2p5/3b4/2k5/p1p2P2/P1K3Bp/1PP4P/3R4 w - - 4 41,d1d4 d6e5 f4e5 f8f3 c3d2 c5d4,1803,74,100,449,advantage deflection endgame exposedKing long pin sacrifice,https://lichess.org/RSNbvJ23#81,,2040983
83,VnHcQ,5k1r/R3npp1/4p3/1BrpP3/1B4P1/8/5P2/6K1 b - - 3 27,c5b5 a7a8 b5b8 a8b8,1803,75,100,86,endgame master mate mateIn2 short,https://lichess.org/0h4SVR36/black#54,,2779926
84,n1XtT,3R4/8/P6p/5p2/2k1r3/5K1P/3p4/8 b - - 1 48,e4d4 d8d4 c4d4 f3e2 d4c3 e2d1 f5f4 a6a7,1803,75,100,252,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/DO7E1kFm/black#96,,4287358
85,uCFmn,r1bqkr2/3nnpQN/2ppp1p1/p7/1p1PP3/2NB4/PPP2PPP/2KR3R b q - 0 13,b4c3 g7f8 d7f8 h7f6,1803,74,100,149,mate mateIn2 middlegame sacrifice short,https://lichess.org/8l5hZgiz/black#26,Modern_Defense Modern_Defense_Standard_Line,4916054
86,9t544,8/2P2k2/p2Pr3/7p/4q3/6P1/PB3P2/3R2K1 b - - 2 56,e4c2 d1c1 c2b2 c7c8q b2c1 c8c1,1803,75,100,70,advancedPawn crushing endgame long promotion,https://lichess.org/Buf7zIzU/black#112,,865458
87,8vklp,5rk1/2p2ppp/pq6/7r/5Q2/1BPPR2P/P4P1K/8 b - - 7 29,h5h6 f4f7 f8f7 e3e8,1803,75,100,236,endgame mate mateIn2 pin sacrifice short,https://lichess.org/MqQTRWad/black#58,,781587
88,VrSVA,3k4/8/3Pp3/2K2pp1/2P5/8/6P1/8 b - - 0 38,d8d7 c5b6 d7d6 c4c5 d6d7 b6b7,1803,75,100,248,crushing defensiveMove endgame long master pawnEndgame,https://lichess.org/KvJW58Ix/black#76,,2785761
89,HpsVt,5rk1/7p/2p5/1p3p2/3R2n1/1P2q2N/2r3PP/5RQK b - - 0 33,g4f2 f1f2 c2f2 g1f2 e3f2 h3f2,1803,74,100,186,advantage long master middlegame,https://lichess.org/Idx3ivoP/black#66,,1559688
90,jpthL,1k6/2q1p3/K4r1p/1p6/3N4/1Q2P3/PP6/R7 w - - 1 34,a6b5 f6b6 b5a4 c7a7,1804,75,100,239,endgame mate mateIn2 short,https://lichess.org/xjDifXWp#67,,4008100
91,ONiC9,8/8/3pk2p/2p3p1/B1PnK1P1/3P3P/8/8 w - - 3 37,a4b5 d4b5 c4b5 d6d5,1804,75,100,72,crushing endgame short,https://lichess.org/a50VDRcy#73,,2131956
92,I1yqw,8/5r2/1p6/pk6/4K3/PPR5/8/8 w - - 0 51,c3f3 f7f3 e4f3 a5a4 b3a4 b5a4,1804,75,100,1407,crushing endgame long rookEndgame,https://lichess.org/1imbz1c8#101,,1576794
93,6UEXJ,8/3rnk2/3p2p1/RNpP4/1n1PPp2/1PQ2Pq1/6B1/5K2 b - - 0 36,e7d5 e4d5 b4d5 c3c4,1804,74,100,327,advantage middlegame pin short,https://lichess.org/Qh9uhUD6/black#72,,567902
94,g683C,4r1k1/ppp2p2/2b2qp1/7p/2PN4/1P2Q2P/P2R1PP1/6K1 w - - 2 29,e3d3 e8e1 g1h2 f6f4 d3g3 f4d2,1804,75,100,76,crushing deflection endgame kingsideAttack long,https://lichess.org/3PlAZhMr#57,,3680626
95,4hthV,r7/8/2Rb2p1/2PPk2p/5p2/1p2p3/6PP/2R3K1 w - - 0 34,c6d6 b3b2 c1f1 a8a1 d6b6 e3e2,1804,75,100,71,advancedPawn crushing endgame long rookEndgame,https://lichess.org/OxI9VHLJ#67,,411972
96,of7MD,Q7/p1p1kp1p/3b4/1B6/3p4/1P2p3/P2PnqPP/R3K1NR w - - 1 19,e1d1 e2c3 d2c3 f2d2,1804,75,100,177,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/0hjhn5v4#37,,4430660
97,zaTyg,8/3r2r1/p1p1k3/P1P1Pp1p/1PKp1P2/2p3PR/2R5/8 w - - 0 45,h3h5 d4d3 h5h6 e6e7 c4c3 d3c2,1804,74,100,160,advancedPawn advantage defensiveMove endgame long rookEndgame,https://lichess.org/rXmqKpzL#89,,5387691
98,4Sfid,8/1k5p/8/R1P5/1pKP1P2/6P1/pr5P/8 w - - 0 41,d4d5 b4b3 f4f5 b2b1,1804,75,100,426,advantage defensiveMove endgame master rookEndgame short,https://lichess.org/dZfYmpbP#81,,390737
99,qBlEO,rn6/5Q2/2p2pp1/1p4k1/4PP2/pP2N3/P7/K2nq3 b - - 0 32,g5h4 e3g2 h4g3 g2e1,1804,75,100,125,advantage endgame fork short,https://lichess.org/9f2CXG6r/black#64,,4564109
100,m4URL,1r6/1r4p1/1Pk1p2p/8/1R2K3/7P/6P1/1R6 b - - 8 35,b7b6 b4b6 b8b6 b1b6 c6b6 e4e5,1804,75,100,694,crushing endgame exposedKing long rookEndgame,https://lichess.org/Fp1lwIa3/black#70,,4204574
101,Rm26w,2r3k1/2q2ppp/pb2p3/1p1bP3/2r5/1NP2PBP/PQ4P1/2R1R2K b - - 5 32,c4c3 c1c3 c7c3 e1c1,1804,75,100,103,advantage middlegame short,https://lichess.org/CmHPkgqb/black#64,,2428991
