,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
42,H7rtE,8/8/p3k2p/1p6/2p2KP1/2P5/PP6/8 w - - 1 36,g4g5 h6g5 f4g5 e6e5,1506,74,100,373,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/T6PCoKl9#71,,1498242
43,LHzmW,1qr2rk1/Qb2bppp/p2pp1n1/1p1N4/4P3/1P3N1P/P3BPP1/2RR2K1 w - - 4 20,c1c8 b8a7 d5e7 g6e7,1506,74,100,144,advantage hangingPiece middlegame short,https://lichess.org/UP1tSwuQ#39,,1861448
44,AbOkD,8/8/p2K4/1p6/4k3/8/PP6/8 b - - 2 53,e4d4 d6c6 b5b4 c6b6 b4b3 a2b3,1507,74,100,185,crushing endgame long pawnEndgame,https://lichess.org/Ovwr0i7f/black#106,,927881
45,KhdeC,2Q5/4q1pk/3r1p2/4p1np/4P3/4BP1P/P2R2PK/8 w - - 4 42,e3c5 g5f3 h2g3 f3d2,1507,74,100,1406,crushing endgame short,https://lichess.org/76Gr0EUs#83,,1810374
46,Xdtzt,r4rk1/2q2ppp/1pbb1n2/2p1N3/3p1P1Q/8/PP1P2PP/RBB1R1K1 b - - 5 19,d6e5 f4e5 f8e8 e5f6 e8e1 h4e1,1507,74,100,651,advantage long middlegame,https://lichess.org/7Q4hHleY/black#38,,2940976
47,CFNez,6k1/6pp/p1r5/4b3/4P3/R1p1KP1P/6P1/3R4 w - - 0 43,f3f4 c3c2 d1c1 e5b2 c1c2 c6c2,1507,74,100,681,advancedPawn advantage clearance endgame fork long,https://lichess.org/OfnDotKL#85,,1071662
48,IOkvz,r5k1/pp3ppp/8/1Q2p3/8/3R4/1PK2bPP/q5NR w - - 0 20,d3d1 a8c8 c2d2 c8d8 d2e2 a1d1,1507,74,100,1675,crushing long middlegame,https://lichess.org/4KWeNXy6#39,,1608981
49,jKu5s,4r2k/p1r3pp/2P5/3B4/1P1Pp3/P3P1qb/4Q1P1/5RK1 b - - 2 42,h3e6 d5e6 c7c6 e6d7,1507,74,100,159,advantage middlegame short,https://lichess.org/PeLvzdev/black#84,,3964325
50,XXLZ5,8/6P1/p3Nb2/8/P7/4pk2/8/5K2 w - - 0 62,e6g5 f6g5 g7g8q e3e2 f1e1 g5h4 e1d2 e2e1q,1507,74,100,248,advancedPawn crushing endgame exposedKing promotion veryLong,https://lichess.org/iVA70U3b#123,,2931766
51,1KLmE,1r1kr3/1pp5/p2p3Q/5R2/4q3/8/P1P3PP/5R1K b - - 0 24,e4f5 h6h4 d8c8 f1f5,1507,74,100,728,advantage endgame intermezzo short,https://lichess.org/ZswVKrPF/black#48,,116181
52,Uvro7,r4r2/4ppk1/p1p1b1pp/3p3P/5N2/3p1RQ1/P1q3P1/5R1K b - - 0 24,g6g5 f4e6 f7e6 g3e5 f8f6 f3f6,1507,74,100,403,clearance crushing long middlegame,https://lichess.org/KBKbH5wI/black#48,,2704792
53,EyVgV,r1bq1rk1/pp3ppp/3b4/3p4/8/1B1P2P1/PPP2P1n/RNBQR1K1 w - - 0 13,g1h2 d8h4 h2g1 d6g3 f2g3 h4g3,1508,74,100,927,crushing deflection long master opening pin,https://lichess.org/qJWaVw7i#25,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,1309719
54,Qw2fN,r6k/1pRQ3p/p2p2p1/3Pb3/1P1pP2r/P6P/5qB1/5R1K b - - 7 32,f2g3 c7c8 a8c8 d7c8 h8g7 c8f8,1508,74,100,230,long mate mateIn3 middlegame,https://lichess.org/6OZuTmsT/black#64,,2355418
55,YsWFY,r4rk1/pp2bp1p/4p1NQ/3n2Bn/1q6/3B4/PP3PPP/R3R1K1 b - - 0 21,e7g5 g6e7 d5e7 h6h7,1508,74,100,298,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/xzeI7hYR/black#42,,3049116
56,d2jyD,6k1/5pp1/p1q2b1p/1pBr4/3P1PP1/1P2Q2P/P7/6RK w - - 3 29,e3e4 d5c5 e4c6 c5c6,1508,74,100,2374,advantage endgame short,https://lichess.org/d7BqYO5S#57,,3413374
57,Hn1Sa,r1b2r1k/pp2Q2p/2B2np1/4B1q1/4p3/2P4P/P1P2K2/R5NR b - - 0 19,b7c6 e7f8,1508,74,100,367,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/05PjWHse/black#38,,1555605
58,0qM63,4r1k1/ppp2p2/4q1p1/7p/2B5/1PP1n2R/P2Q2P1/4NK2 w - - 3 26,f1g1 e3c4 b3c4 e6e1 d2e1 e8e1,1508,74,100,581,advantage discoveredAttack long middlegame,https://lichess.org/BeXawTQg#51,,73457
59,HX7i6,2rr3k/4Q1R1/1b2pn1p/3p4/5B2/3p2P1/2q2P1P/R4BK1 w - - 0 28,e7f6 c2f2 g1h1 f2g1,1509,74,100,178,mate mateIn2 middlegame short,https://lichess.org/mN2JyBmm#55,,1533453
60,8ZyJP,8/8/1ppk1p2/4pPp1/Pp2P3/1P2KP2/2P5/8 b - - 0 45,d6c5 e3d3 b6b5 a4a5,1509,74,100,244,crushing defensiveMove endgame master pawnEndgame short zugzwang,https://lichess.org/j3hlyuTz/black#90,,750482
61,mxguV,4r1k1/1p4pp/p4p2/8/3B4/2N3Q1/b1q2PPP/1R4K1 w - - 0 25,d4f6 c2b1 c3b1 e8e1,1509,74,100,619,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/ZxA7EaYc#49,,4281998
62,8QA5Q,2k4r/ppb2Q1p/2p5/3r4/3P2p1/1P1NP1Pq/P4P2/R4RK1 w - - 0 22,d3f4 c7f4 e3f4 d5h5 f7h5 h3h5,1509,74,100,1927,advantage long middlegame quietMove,https://lichess.org/zvSIWVBN#43,,736734
63,hbakl,8/8/2p2R2/1k2N3/4b2P/6P1/rp3P1K/1R6 w - - 1 52,b1e1 a2a1 f6f8 a1e1,1510,74,100,707,advantage endgame short,https://lichess.org/WeBgKHwj#103,,3812034
64,McreP,5k2/5ppp/8/p2p4/2rP4/1KR2P2/P4P1P/8 b - - 0 30,c4c3 b3c3 f8e7 c3b3 e7d8 b3a4,1510,74,100,843,crushing endgame long,https://lichess.org/zxmBlPQz/black#60,,1978796
65,dGgBj,8/4Qb2/5pkP/1p4p1/8/8/1P1p2PK/3r4 w - - 1 39,h6h7 d1h1 h2h1 d2d1q h1h2 d1h5,1510,74,100,1463,advancedPawn attraction crushing endgame long promotion,https://lichess.org/iJfcdVDg#77,,3433430
66,H9uoK,4R3/4K2k/4P1Pp/8/5r2/8/8/8 b - - 0 49,h7g6 e8g8 g6h7 g8f8,1510,74,100,207,crushing endgame rookEndgame short,https://lichess.org/MFtBeIaY/black#98,,1501031
67,NTjaT,8/8/7k/8/1P5p/8/P3Q3/1q2K3 w - - 6 64,e2d1 b1d1 e1d1 h4h3,1511,74,100,973,crushing endgame master queenEndgame short,https://lichess.org/cg4JQ98n#127,,2053355
68,5aBBl,5rk1/4np1p/3p4/1p1Nq3/p2rP1PK/P4Q1P/1P3R2/5R1B w - - 3 38,f3f6 e7g6 f6g6 h7g6,1511,74,100,572,crushing master middlegame short,https://lichess.org/OZyt5XK4#75,,488350
69,KJhg5,2r2rk1/5ppp/p2R4/1p6/8/1B3QPP/P4P1K/4q3 b - - 0 25,c8c1 f3f7 f8f7 d6d8 e1e8 d8e8,1511,74,100,228,endgame long mate mateIn3 pin sacrifice,https://lichess.org/AXKTnCCr/black#50,,1777108
70,CjPk7,5k1N/1p2n1pQ/p1pb4/5pB1/1P6/P4PPK/1q5P/8 b - - 3 38,b2e5 g5e7 f8e7 h8g6,1511,74,100,870,attraction crushing endgame short,https://lichess.org/UyBv8gNF/black#76,,1114055
71,m9mOR,r3r1k1/pp1q1ppp/5n2/3P2Q1/2P3b1/2B5/PP3PPP/R4RK1 b - - 4 18,d7f5 c3f6 f5f6 g5g4,1511,74,100,1545,advantage capturingDefender middlegame pin short,https://lichess.org/NUMm8xLi/black#36,Scandinavian_Defense Scandinavian_Defense_Panov_Transfer,4211989
72,4MleY,8/R3Q1pk/7p/1p3p1b/3p4/1P1PpqP1/6K1/4R3 w - - 0 33,g2h2 f3f2 h2h3 h5g4 h3h4 f2h2,1511,74,100,813,endgame fork long mate mateIn3,https://lichess.org/RH1iEn5C#65,,382558
73,1FD4E,6k1/1b1p2p1/p4n1p/1p6/3q4/P1N5/1PP1Q1P1/5R1K w - - 4 30,f1d1 d4h4 h1g1 f6g4 e2g4 h4g4,1511,74,100,298,crushing endgame long quietMove,https://lichess.org/QpnuEcjC#59,,109004
74,IunZU,4Rr2/pp4k1/2p2Bp1/2qb4/7Q/7P/P4PP1/6K1 b - - 0 28,f8f6 h4h8 g7f7 h8g8,1512,74,100,297,endgame mate mateIn2 short,https://lichess.org/oO8s4xbx/black#56,,1654546
75,Dy7LX,8/8/2k1p2p/2p1P1pP/1P2K1P1/8/1P6/8 b - - 0 45,c5b4 e4d4 c6b5 b2b3 b5b6 d4c4 b6c6 c4b4,1512,74,100,743,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/vTU4s0Qc/black#90,,1221849
76,Bs5mz,8/8/4p3/6p1/3k1pP1/5P1P/4K3/8 b - - 6 54,d4c4 h3h4 g5h4 g4g5 c4d4 g5g6,1512,74,100,244,crushing endgame long pawnEndgame quietMove,https://lichess.org/x0fXNyY5/black#108,,1038775
77,0SYVJ,5k2/5p2/6p1/7p/3R3P/5PP1/6r1/4K3 b - - 0 34,g2g3 e1f2 g3h3 f2g2 h3h4 d4h4,1512,74,100,2815,crushing endgame long rookEndgame trappedPiece,https://lichess.org/mVn1j1ph/black#68,,40247
78,ec8FJ,6k1/1p4pp/5p2/PP1p4/7P/1bP5/5PP1/6K1 b - - 0 33,b3c4 a5a6 b7a6 b5b6,1512,74,100,193,bishopEndgame crushing endgame short,https://lichess.org/zjAQQHhE/black#66,,3550817
79,W1jvC,2k5/1pp2p1p/8/3RN3/pq2pQ2/1P6/1KP2P1P/6r1 w - - 0 24,e5f7 a4a3 b2a2 g1a1 a2a1 b4c3 a1b1 c3b2,1512,74,100,1284,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/jfLi9cvY#47,,2800267
80,rZp3h,6r1/p1R1R1pk/1p3P2/7p/5B1n/7K/5P1P/r7 b - - 4 37,h4g6 e7g7 g8g7 c7g7,1512,74,100,221,crushing endgame short,https://lichess.org/ZwVQHPad/black#74,,4686014
81,kmiif,3k4/1p5R/3P4/2P5/4P3/pr5P/5PP1/6K1 w - - 0 38,e4e5 a3a2 h7h8 d8d7 h8a8 b3b1 g1h2 a2a1q a8a1 b1a1,1512,74,100,212,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/NwDCpkym#75,,4091589
82,scPZm,3qr1k1/1QRp1p1p/6p1/pp6/4P3/7P/PP3PP1/6K1 b - - 1 22,e8e4 c7c8 d8c8 b7c8,1512,74,100,420,crushing endgame pin short,https://lichess.org/D4xyx85u/black#44,,4777013
83,a7gf4,8/1P1k1p2/1Kn5/8/P7/8/8/8 b - - 0 50,f7f5 a4a5 f5f4 a5a6 f4f3 a6a7 f3f2 a7a8q f2f1q a8c8,1512,74,100,286,advancedPawn crushing endgame knightEndgame promotion quietMove veryLong,https://lichess.org/4IAXcFgb/black#100,,3157911
84,5OjCy,1k2r2r/1p2bn2/pPpq4/P1N3p1/3B2Q1/6Pp/4N2P/R5K1 b - - 5 30,f7e5 d4e5 d6e5 c5d7 b8a8 d7e5,1512,74,100,491,advantage attraction fork long middlegame pin,https://lichess.org/H2XnTivc/black#60,,472271
85,YPw1k,4r1k1/ppb2pp1/7p/3p1P2/2p4N/6P1/PPBr3P/2R2R1K w - - 2 27,f5f6 e8e2 h4f3 d2c2 c1c2 e2c2,1512,74,100,230,advantage long middlegame,https://lichess.org/5DOld5Oe#53,,3008979
86,UMMxW,4r1k1/p5b1/3p3p/3PqBp1/2Pp4/1P4P1/P2Q1PKP/1R6 w - - 1 25,f5e6 e8e6 d5e6 e5e4 f2f3 e4b1,1513,74,100,291,advantage endgame fork long sacrifice,https://lichess.org/Exu4Dy73#49,,2655174
87,zSXkG,r3kbr1/1pp2p1p/p7/4pb2/1nPPq3/1Q2BN2/PP3PPP/2KR1B1R w q - 2 16,f3d2 b4a2 b3a2 e4c2,1513,74,100,544,mate mateIn2 opening queensideAttack sacrifice short,https://lichess.org/il7mm5aK#31,Borg_Defense Borg_Defense_Other_variations,5376511
88,vz1mn,4rr1k/p4p2/1pp3p1/3p2PN/3Pp3/2PQ4/PP6/1K5R b - - 0 33,e4d3 h5f6 h8g7 h1h7,1513,74,100,2901,discoveredAttack endgame hookMate mate mateIn2 short,https://lichess.org/P7DqN1mK/black#66,,5072077
89,KnTCC,r1b1kn1r/p4N2/1pp1p1p1/3pP3/2P2P2/2qB2Q1/P1P3KP/R4R2 b q - 0 22,e8f7 d3g6 f8g6 g3c3,1513,74,100,558,advantage discoveredAttack middlegame short,https://lichess.org/SwNscPhb/black#44,,1818682
90,0dxav,8/7p/8/6P1/5P1P/RPr2k2/P7/7K w - - 7 49,f4f5 f3g3 b3b4 c3a3,1513,74,100,960,crushing endgame rookEndgame short,https://lichess.org/W6rW1jy6#97,,56092
91,p4Tc6,r2r4/4kpp1/p3pnp1/3p4/P1P5/q1NQPP2/2PR2PP/3K3R b - - 2 20,d5c4 c3d5 f6d5 d3a3,1513,74,100,1070,crushing discoveredAttack middlegame short,https://lichess.org/O7Sbhhkh/black#40,,4466590
92,wZe0c,r1b2rk1/p1p1nppp/1p3q2/1B6/8/Q1N5/P4PPP/R3R1K1 b - - 1 18,e7f5 a3f8 g8f8 e1e8,1513,74,100,393,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/udayiaTH/black#36,Italian_Game Italian_Game_Evans_Gambit,5123600
93,NNP3c,8/1Q3pk1/3rpbp1/2N3q1/PP6/5P2/5PK1/7R w - - 3 42,g2f1 d6d1 f1e2 g5d2,1513,74,100,885,endgame mate mateIn2 short,https://lichess.org/vfReiz6R#83,,2044523
94,KLVEv,3r2k1/3P1p1p/2R3p1/2p5/2P5/1pr5/6PP/3R2K1 b - - 2 31,b3b2 c6c8 c3c1 c8d8 g8g7 d8g8 g7g8 d7d8q,1513,74,100,565,advancedPawn attraction crushing endgame promotion rookEndgame veryLong,https://lichess.org/nu4B39BX/black#62,,1779570
95,8Zn3C,r1q5/pp2brkp/2p3p1/4p1P1/4P3/3PB1QP/PPPN4/R5K1 b - - 9 21,b7b5 g3e5 g7g8 e3d4 e7f6 g5f6,1513,74,100,452,advantage long middlegame,https://lichess.org/mcBwzdcF/black#42,,750230
96,pTkHo,r1b1qk2/6bQ/2p1pP2/p1P5/3P4/P1p5/1P1B2PP/6K1 b - - 0 27,e8f7 f6g7 f7g7 d2h6 g7h6 h7h6,1513,74,100,967,advancedPawn crushing endgame long pin,https://lichess.org/wcS3Ndlq/black#54,,4502487
97,C8lJA,2k3r1/npp2p1p/p2r1B1q/3P4/1P6/P3PP1P/4Q2K/R4R2 w - - 0 24,f6e5 h6h3 h2h3 d6h6,1513,74,100,271,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/TWtJxpTj#47,,1062316
98,wMPEo,8/8/N1b5/4k1p1/p3p1pp/P1P1K3/5P1P/8 b - - 3 51,e5d5 a6b4 d5c5 b4c6 g4g3 f2g3,1513,74,100,634,crushing endgame long,https://lichess.org/Tq0vn4nr/black#102,,5104912
99,rEUEM,5rk1/pp3p1p/4b1p1/q1n4n/5B2/2P2N2/P1PQ1PPP/2KR1B1R w - - 0 14,d2d6 a5a3 c1d2 c5e4 d2e3 e4d6,1514,74,100,759,crushing fork long middlegame pin,https://lichess.org/wiOmbfQW#27,Indian_Defense Indian_Defense_Other_variations,4655737
100,DUcCP,8/8/3kP1p1/2N1p3/8/2P3P1/2K2n2/8 w - - 7 58,c2d2 d6c5 e6e7 f2e4,1514,74,100,392,crushing endgame hangingPiece knightEndgame master short,https://lichess.org/HIRPR0dM#115,,1180119
