,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
25,ZzHNk,r1b1r1k1/2b2pp1/p2q1n2/1p2n3/3N4/1PN1B2P/P1BQ1PP1/3R1RK1 w - - 4 19,d4f5 e5f3 g2f3 d6h2,1202,74,100,346,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/KYX4ulVC#37,,3146153
26,zU3kk,8/8/6p1/3P3p/1R3P1P/6k1/5r2/2K5 b - - 0 50,f2f4 b4f4 g3f4 d5d6,1202,74,100,267,crushing endgame rookEndgame short,https://lichess.org/ObLxHe8J/black#100,,5378603
27,XSXKq,8/6k1/4p1p1/8/2Pb3P/5QP1/r4P1K/8 w - - 1 44,c4c5 a2f2 f3f2 d4f2 c5c6 f2b6,1202,74,100,118,crushing defensiveMove endgame fork long,https://lichess.org/feVIeR4Y#87,,2925032
28,89mby,r1b3k1/pp3pp1/2pp3p/8/B2q4/5PQ1/1P2rnPP/RNB2RK1 w - - 4 22,f1f2 e2e1,1202,74,100,498,mate mateIn1 middlegame oneMove,https://lichess.org/m6Z7JIT1#43,,713764
29,yZrbV,8/7k/6pp/P2p3Q/1P1Bq3/2P3rP/6P1/6RK w - - 0 36,h5e5 g3h3 e5h2 h3h2 h1h2 e4h4,1202,74,100,424,attraction endgame long mate mateIn3 pin,https://lichess.org/WIJmQ4Ge#71,,5299056
30,QCGRq,r1b2rk1/pp2bpp1/2n1pn1p/3p4/3P3B/2PQ1N2/PqB2PPP/RN2R1K1 b - - 1 13,b2a1 h4f6 g7g6 f6e7,1202,74,100,373,advantage middlegame short,https://lichess.org/2wgRpDd5/black#26,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,2290783
31,o318L,6k1/2p1rpp1/1p5p/b1q2b2/4p3/5N1P/1R2BPP1/1N1Q2K1 w - - 0 29,d1d8 g8h7 b2b5 c5c1,1203,74,100,503,advantage middlegame short,https://lichess.org/pPJYSMOw#57,,4377139
32,fgrXM,r2q1k1r/pbp1p1b1/1p1p1nQp/3P4/2PN1B1P/2P1P3/P4PP1/R3K2R b KQ - 2 14,d8e8 d4e6 f8g8 g6g7,1203,74,100,695,mate mateIn2 middlegame short,https://lichess.org/cew8h6RM/black#28,English_Defense English_Defense_Other_variations,3644826
33,whPmn,2k3rr/bp1b1p2/2nBp1q1/3pP1p1/3P3p/PQ3P2/BPP1N1P1/2KR3R w - - 2 31,b3a4 c6d4 a4d4 a7d4,1203,74,100,474,advantage master middlegame short,https://lichess.org/FdsBziAq#61,,5134589
34,mlYFc,r2qr2k/ppp2Q1p/6pB/4pb2/2P5/6P1/PP3PBP/1R4K1 b - - 1 18,d8e7 h6g7,1203,74,100,839,mate mateIn1 middlegame oneMove,https://lichess.org/Ewqmh4aZ/black#36,Horwitz_Defense Horwitz_Defense_Other_variations,4264993
35,ID4H5,5r1k/2b2rp1/7R/pppn1PQP/6R1/P2P1P2/1P2K3/8 b - - 0 30,g7h6 g5h6 f7h7 h6f8,1203,74,100,223,deflection endgame mate mateIn2 short,https://lichess.org/TXhA8QVT/black#60,,1592631
36,50RAV,1r3rk1/2p2pp1/p1Np3p/1pb5/4P3/1B1P4/PPP1NPKq/R2Q1n2 w - - 3 20,g2f1 h2f2,1203,74,100,267,mate mateIn1 middlegame oneMove,https://lichess.org/EkE0ZzC1#39,,437916
37,CI7og,6rk/1b5q/p4Q2/1p6/8/P4nP1/1P2KP2/3R4 b - - 2 37,h7g7 d1h1 f3h2 h1h2,1203,74,100,546,endgame mate mateIn2 short,https://lichess.org/yAO46LcA/black#74,,1075566
38,ktD3C,8/1p3bk1/p4rpp/4Q3/4B1P1/PP2P3/4qP1P/3R2K1 w - - 0 35,d1d6 e2f2 g1h1 f2f1,1203,74,100,302,endgame master mate mateIn2 short,https://lichess.org/ZK9KHoLA#69,,4100610
39,6i5gQ,2rqnr2/3p1k2/p3pp2/5p1N/5P1P/1B6/PPP3R1/2K3R1 b - - 3 26,d7d5 g2g7 e8g7 g1g7 f7e8 b3a4,1203,74,100,1293,crushing long middlegame sacrifice,https://lichess.org/QsX3LJH6/black#52,,587660
40,Gs8qR,4r3/1p1n3k/p1p2r1p/5P2/PPP1B3/7P/1Q1B1K1q/3RR3 w - - 1 34,e4g2 f6f5 d2f4 f5f4,1203,74,100,251,mate mateIn2 middlegame short,https://lichess.org/rwVeelpB#67,,1475999
41,BPpyZ,r4r2/1p4k1/2pqpp2/p2p2pP/3P2P1/1P2Q2N/P5P1/5RK1 b - - 3 30,g7h6 f1f6 f8f6 e3g5 h6h7 g5f6,1204,74,100,911,advantage attraction endgame fork long sacrifice,https://lichess.org/PrUZbzH0/black#60,,999085
42,OkLlo,3r4/5pk1/2b5/2B5/1p3b2/1B1P4/1PP1r1P1/5RRK w - - 3 32,f1f4 d8h8 f4h4 h8h4,1204,74,100,134,master mate mateIn2 middlegame short,https://lichess.org/PRpYLAAZ#63,,2164252
43,nrJq0,Q7/3Kp3/B3p3/4k1p1/6P1/4P2r/8/8 w - - 0 47,d7e7 h3h7 e7e8 h7h8 e8f7 h8a8,1204,74,100,902,crushing endgame long skewer,https://lichess.org/swTfp1Yk#93,,4360671
44,LtsvG,2r3k1/1Q4p1/2np4/4p2p/4Pr1q/3P1BRb/P4P2/R5K1 b - - 3 34,c6d4 b7g7,1204,74,100,303,mate mateIn1 middlegame oneMove,https://lichess.org/wP349vdV/black#68,,1915238
45,gNGnk,6k1/4R3/1p4N1/p7/6N1/7P/r5r1/7K b - - 1 53,g2b2 g4f6,1204,74,100,268,endgame mate mateIn1 oneMove,https://lichess.org/CpxwmLoT/black#106,,3704679
46,s0GEP,3r1k2/2p2pp1/7p/6n1/p2n2P1/Pp1PQ3/1P4Bq/1K1RR3 b - - 1 36,h2g2 e3e7 f8g8 e7d8 g8h7 d8d4,1204,74,100,732,crushing fork long middlegame,https://lichess.org/1tLRz3gj/black#72,,4723345
47,7EP0n,k1q1rb1r/pp2n1p1/4N2p/4QP1P/1P4P1/P7/2P5/RN2KR2 w Q - 1 27,e6c7 c8c7 e5c7 e7d5 e1f2 d5c7,1204,74,100,3084,advantage attraction discoveredAttack exposedKing long middlegame sacrifice,https://lichess.org/q4Ei1ReD#53,,633068
48,GsrGS,2k5/1p2bppp/p1n1p1b1/q7/2p2P2/2P1BQN1/PP4PP/3N2K1 b - - 0 24,a5d5 f3d5 e6d5 f4f5 g6f5 g3f5,1204,74,100,259,advantage long middlegame trappedPiece,https://lichess.org/bsDjkroD/black#48,,1477038
49,yz0Qn,8/8/8/7p/6rk/5K2/8/4R3 b - - 3 55,g4g8 e1h1 h4g5 h1g1 g5f5 g1g8,1204,74,100,756,crushing endgame long rookEndgame skewer,https://lichess.org/2bRnwHVf/black#110,,5334838
50,8zPur,3r2k1/7p/6p1/5p2/pNn3P1/P1P2K1P/1P6/1R6 w - - 1 38,g4f5 c4d2 f3e3 d2b1,1204,74,100,469,advantage endgame fork short,https://lichess.org/wgJGwnfM#75,,786696
51,QDtSx,2r3k1/pb2r3/1p3B1Q/2pq4/3P4/2P2N2/PP3PPP/6K1 b - - 0 24,d5f5 h6h8 g8f7 h8g7,1205,74,100,437,crushing middlegame short,https://lichess.org/w346vPF9/black#48,,2293076
52,p2847,1k5r/1p6/p2p4/5Pp1/PP2r1Pq/2P1P3/3B2Q1/R4RK1 w - - 3 27,g2e4 h4h2,1205,74,100,599,endgame mate mateIn1 oneMove,https://lichess.org/w8Q3LVwo#53,,4463293
53,yCRMA,1k1r3r/p4pp1/7p/1Q2R3/1P1P1n2/P5q1/8/7K b - - 2 29,b8a8 b5c6 a8b8 e5b5,1205,74,100,491,endgame mate mateIn2 short,https://lichess.org/zczXgeIr/black#58,,5265920
54,pltP1,8/8/p5pp/1p3Q1k/1P4pP/P3Q1K1/q7/8 b - - 0 46,g6f5 e3e8 a2f7 e8f7,1205,74,100,378,endgame mate mateIn2 queenEndgame short,https://lichess.org/ZNTux2Rp/black#92,,4528070
55,UYJx4,8/1p5k/3p1bp1/2pPp3/2PnP2p/1P1Q2qP/P2B2P1/5BK1 w - - 7 35,d2e3 d4f3 g1h1 g3h2,1205,74,100,249,endgame kingsideAttack mate mateIn2 pin short,https://lichess.org/NFlwGTqD#69,,2671810
56,GHLs9,8/3Rb3/4nkp1/8/8/1KPP4/1P6/8 w - - 0 47,c3c4 e6c5 b3c3 c5d7,1205,74,100,1417,crushing endgame fork master short,https://lichess.org/ziL74G4i#93,,1424041
57,CCaOp,4r2k/1p6/p7/3P2R1/2r2p2/6b1/3K2P1/5R2 b - - 1 36,e8d8 f1h1 g3h2 h1h2,1205,74,100,230,endgame mate mateIn2 short,https://lichess.org/4ANq4WIL/black#72,,1067727
58,3mYP9,3r3r/1p4b1/4b1pp/p3p3/P6k/7N/1P2BRPK/3R4 b - - 3 31,d8d1 g2g3,1205,74,100,308,mate mateIn1 middlegame oneMove,https://lichess.org/F9hQjUGz/black#62,,331218
59,Ey0HP,r4rk1/5pp1/b1pqpn1p/pp6/3P2N1/2PQ4/PPB2PPP/R4RK1 b - - 3 16,b5b4 g4f6 g7f6 d3h7,1205,74,100,618,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/nDhvG1hC/black#32,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,1309002
60,4qaCm,r5k1/1p2qppp/1p3r2/1Q1p4/P3n2P/1P2PnP1/1B3PB1/R1R4K w - - 6 31,b2f6 e4f2,1205,74,100,314,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/TBpnR47q#61,,424198
61,ApbkP,2k4r/pp1Rbppp/4p1b1/2p1N3/6P1/5B1P/PPP2P2/6K1 b - - 2 18,e7f6 f3b7 c8b8 e5c6,1205,74,100,210,endgame mate mateIn2 queensideAttack short,https://lichess.org/rrBWgKjG/black#36,Sicilian_Defense Sicilian_Defense_Nimzowitsch_Variation,947927
62,yxu3s,8/4rk2/3Q1b2/8/P7/2P3K1/1P4P1/8 w - - 1 69,a4a5 f6e5 d6e5 e7e5,1206,74,100,651,advantage endgame fork master short,https://lichess.org/M28AbyFz#137,,5333270
63,Xelyp,8/8/8/5kP1/3rp2P/4R1K1/8/8 w - - 2 69,g3h3 d4d3 h3g2 d3e3,1206,74,100,547,crushing endgame rookEndgame short,https://lichess.org/uDTzyRV8#137,,2942203
64,IrI7v,r6k/6Rp/bp2P2b/p2qPB1Q/P2p4/3p2PK/1P5P/8 b - - 0 33,h8g7 h5f7 g7h8 f7h7,1206,74,100,629,endgame mate mateIn2 short,https://lichess.org/WEL9RYo7/black#66,,1649612
65,qEM1Y,5r1k/1p4p1/p1b4p/4p3/P1P3PQ/1P3q1P/5P2/3RR1K1 w - - 1 30,h4g3 f3h1,1206,74,100,400,endgame mate mateIn1 oneMove,https://lichess.org/foQ9vmLI#59,,4567731
66,On2z9,rn1qk3/pp3pp1/2pbp3/4N1P1/2pP1B2/2P1P3/P1Q2P2/2KR1B1r b q - 3 15,f7f6 c2g6 e8f8 g6f7,1206,74,100,520,mate mateIn2 middlegame short,https://lichess.org/7Y72ilHG/black#30,Slav_Defense Slav_Defense_Other_variations,2168031
67,FkxMt,8/8/7p/7P/5b2/7k/3r3P/5R1K w - - 26 60,f1f4 d2d1 f4f1 d1f1,1206,74,100,319,endgame mate mateIn2 rookEndgame short,https://lichess.org/jBALabTP#119,,1378071
68,R1hSs,5k2/R7/5n1K/8/5p1P/6r1/B7/8 b - - 1 46,f4f3 a7f7 f8e8 f7f6,1207,74,100,679,crushing endgame fork master short,https://lichess.org/nlQpVXG9/black#92,,2363476
69,nwEum,r4r2/2p2pk1/pbpp1q1p/4n2B/4P3/2N4P/PPQ2PP1/3RR1K1 b - - 2 19,b6f2 c2f2 f6f2 g1f2,1207,74,100,164,advantage middlegame short,https://lichess.org/8UrSqZhL/black#38,,4367582
70,5Gyzl,7r/3n2k1/1p1P1pp1/2pRp3/P1P1P3/5Pq1/2Q3P1/1R3K2 w - - 6 39,b1d1 h8h1 f1e2 g3g2,1207,74,100,536,advantage deflection endgame short,https://lichess.org/j76Vipxt#77,,461303
71,hdVK5,8/2q3pk/p2b1r1p/5p2/Ppp2P2/3PQ1RP/P1P3P1/5RK1 w - - 0 31,d3c4 d6c5 f1f2 c5e3,1207,74,100,255,crushing endgame master pin short,https://lichess.org/Q71w4Zks#61,,3814692
72,qa43K,2n2rk1/pp1r4/2p1N1p1/2qp1p1p/2P2P1P/1PQ3P1/P5BK/4R3 b - - 1 25,d5d4 e6c5 d4c3 c5d7,1207,74,100,535,advantage middlegame short,https://lichess.org/HflgYkYN/black#50,,4598420
73,aiBZT,r1q1k2r/pp2bppp/5n2/8/Q7/2N2P2/PP3P1P/2KR1B1R b kq - 2 14,c8c6 f1b5 e8g8 b5c6,1207,74,100,398,advantage middlegame pin short,https://lichess.org/5Fr2Zu1R/black#28,French_Defense French_Defense_Exchange_Variation,3209394
74,vsT1q,r5q1/p4b1k/5B2/8/4Q3/1P6/P4PP1/6K1 b - - 2 41,f7g6 e4h4 g6h5 h4h5,1207,74,100,375,endgame mate mateIn2 short,https://lichess.org/06EMIeWQ/black#82,,5062795
75,tw94E,8/8/8/2Qp1k2/5n2/8/8/5K2 w - - 0 50,f1f2 f4d3 f2e3 d3c5 e3d4 f5e6 d4c5 e6e5,1207,74,100,390,crushing defensiveMove endgame fork veryLong,https://lichess.org/rKgMfipX#99,,4893310
76,rgf3F,r7/pbq1pk2/6pp/4P3/3P1Q2/4n3/6PP/RN4K1 b - - 1 25,e3f5 e5e6 f7e6 f4c7,1207,74,100,541,crushing discoveredAttack middlegame short,https://lichess.org/2TKTLJMH/black#50,,4695604
77,aCXGH,5r1k/2p3pp/8/4R3/P7/1QP3B1/1P1q1rPP/4R1K1 w - - 0 31,g3f2 d2f2 g1h1 f2f1 e1f1 f8f1,1207,74,100,247,backRankMate endgame long mate mateIn3,https://lichess.org/5riEi0SA#61,,3164813
78,nrXC2,1r1q1rk1/2p2p1p/p2p2R1/n2B4/4Pp2/P2PP3/2PKQ2P/6R1 b - - 0 21,h7g6 g1g6 g8h8 e2h5,1207,74,100,317,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/6danVvK3/black#42,,4361011
79,ryJ57,3r2k1/1R2qppp/p3p3/4n3/8/8/PP1Q1PPP/2rB2K1 w - - 0 28,b7e7 c1d1 d2d1 d8d1,1208,74,100,315,backRankMate endgame fork mate mateIn2 short xRayAttack,https://lichess.org/JHm3B4Ue#55,,4720590
80,Si2t5,r1b2rk1/ppp2ppp/8/3P4/3n3q/2P1B3/P1P1K1PP/R2Q1B1R w - - 0 12,c3d4 c8g4 e2d2 g4d1,1208,74,100,812,advantage middlegame short skewer,https://lichess.org/A1Ryi7k1#23,Scotch_Game Scotch_Game_Schmidt_Variation,2511247
81,mn0Kn,r5k1/2p2rp1/pp1pn2p/6q1/1PP5/P1N3PP/1B2PPK1/R2Q1R2 w - - 1 18,d1d5 e6f4 g2g1 f4d5,1208,74,100,161,advantage middlegame pin short,https://lichess.org/ehRIb7Fi#35,English_Opening English_Opening_Carls-Bremen_System,4266983
82,UEDHi,4r1k1/2nq2pp/8/1p2RN2/2p5/2Pr2P1/PP3Q1P/5RK1 b - - 0 30,e8e5 f5h6 g7h6 f2f8,1208,74,100,1455,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/1YAlDwQd/black#60,,2643812
83,rhoqR,1n3r2/6k1/5pp1/1q6/1ppP4/1Kn2P2/P1PQ3P/R4B1R w - - 0 29,f1c4 b5a4 b3b2 a4a3,1208,74,100,857,mate mateIn2 middlegame short,https://lichess.org/THC0l9Pv#57,,4697278
84,BLPIr,2r5/4kp1p/4P3/p2pP3/1p2r3/5R1P/PPP2R2/2K5 b - - 0 31,f7e6 f3f7 e7e8 f7f8 e8d7 f2f7,1208,74,100,270,crushing endgame long rookEndgame,https://lichess.org/bO6unm6Z/black#62,,992857
85,ImMpQ,1k1rR3/pr5p/1pQ3p1/2p5/3q4/6P1/P4P1P/4R1K1 b - - 5 26,d4d7 e8d8 d7d8 e1e8 d8e8 c6e8,1208,74,100,396,advantage clearance endgame long pin,https://lichess.org/jIzSSghA/black#52,,1642708
86,VtebQ,8/8/1p3p2/3k1N1p/1P3KbP/8/8/8 b - - 2 47,d5c4 f5e3 c4b4 e3g4,1208,74,100,1673,crushing endgame short,https://lichess.org/M9izAigF/black#94,,2788759
87,Sww0P,5k2/5pp1/p2p2bp/Qp6/6P1/1P5P/Pq2rRB1/2R4K b - - 0 26,e2f2 a5d8,1208,74,100,504,endgame mate mateIn1 oneMove,https://lichess.org/XXedyniY/black#52,,2532049
88,W5MXo,3R1rk1/4Q1pp/4b3/2P1qr2/1PB1n3/P4pPP/7K/6R1 b - - 6 39,e6c4 d8f8 f5f8 e7e5,1208,74,100,139,advantage middlegame short,https://lichess.org/98fzUWVf/black#78,,2805327
89,5pKOZ,1r4r1/R7/2p4p/1pN2k2/1P3P2/5K2/8/8 b - - 0 36,g8g6 a7f7 g6f6 f7f6 f5f6 c5d7 f6g7 d7b8,1208,74,100,956,attraction crushing endgame fork veryLong,https://lichess.org/v8jOqOA4/black#72,,510067
90,w1hSX,8/r2bk1p1/1p1Q1p1p/4pP2/4q1P1/1PP1b1P1/4N2K/3R4 b - - 5 33,e7e8 d6b8 e8e7 b8a7,1208,74,100,597,advantage fork middlegame short,https://lichess.org/UizFa0o8/black#66,,5075813
91,FNwsj,rnb2k1r/p3q2B/1pp1ppQ1/3p4/1P1B4/2P5/P1P2PPP/R4RK1 b - - 0 14,e7h7 g6f6 f8e8 f6h8 h7h8 d4h8,1208,74,100,812,advantage exposedKing long middlegame,https://lichess.org/V6wuX1cO/black#28,Zukertort_Opening Zukertort_Opening_Lemberger_Gambit,1345611
92,JCha5,2r1b1k1/1p4p1/p2qpr2/4N3/3PB2Q/2P4P/PP6/R5K1 b - - 2 27,c8c5 h4h7 g8f8 h7h8,1208,74,100,640,crushing middlegame short,https://lichess.org/gPS1xCDT/black#54,,1679823
93,OFbP5,rn3r2/pp3p1k/2p1qPpp/2R5/1P3R1Q/7P/P5P1/7K b - - 5 26,b8d7 h4h6 h7h6 f4h4,1208,74,100,211,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/7y1wModi/black#52,,2120575
94,LOKfA,2Q5/1P4pk/7p/5p2/4nq2/3R3P/5P2/6K1 w - - 3 39,f2f3 f4g3 g1f1 g3f2,1208,74,100,190,endgame mate mateIn2 short,https://lichess.org/xdDL4o49#77,,1870344
95,21IYQ,3r2k1/5pBp/5b2/p3p2P/3r4/P5Q1/1q3PP1/R3R1K1 b - - 0 27,f6g7 h5h6 d4g4 g3g4,1208,74,100,477,crushing middlegame pin short,https://lichess.org/gRtj8A0e/black#54,,177105
96,gFOAY,6k1/r3rp1p/5Q2/p5P1/6K1/1P6/P7/8 b - - 4 37,e7e6 f6d8 g8g7 d8d4,1208,74,100,210,advantage endgame queenRookEndgame short,https://lichess.org/UoJHj4vd/black#74,,3693519
97,uRr1Z,4r1k1/2RQ4/4pp2/7p/p3qP1P/6P1/P5K1/8 w - - 4 41,g2h3 e4h1,1208,74,100,609,endgame mate mateIn1 oneMove,https://lichess.org/C4n6P2m7#81,,4938165
98,eIM69,r3r1k1/5pp1/p1p1n2p/1p3q2/4Nn2/PB1P2Q1/RPP2PPP/2B2RK1 w - - 4 19,b3e6 f4e2 g1h1 e2g3 e4g3 f5e6,1208,74,100,464,advantage fork long middlegame,https://lichess.org/eN1nxjXH#37,,3522975
99,HdhdL,rn5r/pp3Ppp/2pk4/8/3qn3/7Q/PP3PPP/R3KBNR w KQ - 0 14,a1d1 d4d1 e1d1 e4f2 d1c1 f2h3,1208,74,100,99,advantage attraction fork long middlegame sacrifice,https://lichess.org/1fohNvHG#27,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,1542670
100,3TB9V,8/8/6P1/8/1k2B3/2p5/5K2/r7 b - - 1 46,b4b3 g6g7 b3b4 g7g8q,1209,74,100,1168,advancedPawn crushing endgame promotion short,https://lichess.org/RHk19IbS/black#92,,303708
101,c9kuF,r4k1r/2N2p1p/2p3p1/2q1pb2/8/1P3QPP/PBPP1n2/2KRR3 w - - 1 19,c7a8 c5c2,1209,74,100,320,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/0zTi5jUu#37,,3335902
102,0UkMz,3r1rk1/pp3ppp/2bbp3/8/4PP2/P1NBR3/1PQ3Pq/3R1K2 b - - 0 19,d6f4 e3h3 h2h3 g2h3,1209,74,100,644,advantage middlegame short trappedPiece,https://lichess.org/LSYvXxSw/black#38,,43295
