,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
38,HR91H,8/8/R5kp/6p1/2N5/1p3P1P/6PK/4q3 b - - 1 41,g6h5 g2g4 h5h4 a6h6,974,74,98,2030,deflection endgame mate mateIn2 short,https://lichess.org/Nsy6J6uT/black#82,,1524993
39,P3whQ,2k4r/p1p3pp/1p3p2/4n3/4P1P1/6P1/PPP1B3/2KR4 b - - 0 21,h8d8 e2a6 c8b8 d1d8,975,74,97,2364,deflection endgame mate mateIn2 queensideAttack short,https://lichess.org/Ovb2UMUK/black#42,,2192166
40,76XJA,r4rk1/p1B1p1bp/6p1/8/2RP4/1Q2P2P/Pq3nP1/5RK1 b - - 1 22,b2e2 c4c2 g8h8 c2e2,975,74,97,6879,crushing discoveredAttack middlegame short,https://lichess.org/oNlCAFgX/black#44,,622102
41,vzaWZ,3r3k/6R1/2p1Q1Bp/1p1nP1q1/pPpP4/P5P1/6P1/6K1 b - - 0 37,h8g7 e6f7 g7h8 f7h7,975,74,98,3267,endgame mate mateIn2 short,https://lichess.org/jwqfxZkL/black#74,,5072873
42,w0Sga,1R1r2k1/pQ3ppp/8/3q4/2p5/2n1P2P/5PP1/6K1 b - - 1 33,d5b7 b8d8,976,74,100,207,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/dtVQuv5O/black#66,,5074126
43,V85wU,8/2PK4/5R2/3pP1k1/3P1p2/7p/8/2r5 w - - 0 43,c7c8q c1c8 d7c8 h3h2 c8d7 h2h1q,976,74,100,407,advancedPawn crushing endgame long promotion,https://lichess.org/0fORNH2q#85,,2721997
44,hbUVn,6k1/4bpp1/4p1P1/8/1p1pq3/1P4RQ/6PP/2r2NK1 b - - 0 30,d4d3 h3h7 g8f8 h7h8,976,74,98,2444,endgame mate mateIn2 short,https://lichess.org/NdHmv27c/black#60,,3811883
45,WJpDc,3r2k1/pQ3ppp/4p3/1P6/P2P4/3R1R2/4KPqr/8 b - - 1 29,h2h1 b7f7 g8h8 f7f8 d8f8 f3f8,977,74,99,3578,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/e8KhlySi/black#58,,2825657
46,osLNy,r6r/1p1k1pQ1/p1p5/q3B3/3P4/1b2P3/PP3PPP/R2K1B1R w - - 5 21,d1c1 a5e1,977,74,100,126,mate mateIn1 middlegame oneMove,https://lichess.org/ZVh80Jo7#41,,4449430
47,2LBg7,8/2r1bR2/7p/1p2p1pk/1Pn5/2PK2P1/5N1P/2B5 w - - 8 52,d3e4 c4d6 e4e5 d6f7,978,74,97,2638,crushing endgame fork master masterVsMaster short,https://lichess.org/VTAHB8EW#103,,204931
48,pSoej,4k3/7R/4P3/3B4/1p6/1P6/5rpp/4K3 w - - 0 51,d5g2 f2g2 h7h8 e8e7,978,74,100,162,crushing endgame hangingPiece short,https://lichess.org/GLoy3Q8A#101,,4501155
49,2oxcB,r2qkb1r/pppbpppp/2np1n2/8/3PP3/2NQ1P2/PPP3PP/R1B1KBNR w KQkq - 1 6,c1d2 c6b4 d3e2 b4c2,978,74,97,4470,advantage opening short,https://lichess.org/fxUi0CW5#11,Pirc_Defense Pirc_Defense_Other_variations,246789
50,MC0M0,8/5ppk/8/p2pQq1p/6r1/1P3N2/P4PPP/2R3K1 b - - 2 29,f5f3 e5h5 h7g8 c1c8,978,74,99,3170,endgame mate mateIn2 short,https://lichess.org/UVPI1Bok/black#58,,1940941
51,CLa4H,r4rk1/1p1q1ppp/p1p5/4PN2/4QP2/P1P4P/1P4PK/R7 b - - 0 26,d7d5 f5e7 g8h8 e7d5,978,74,96,2941,crushing endgame fork master short,https://lichess.org/GAOFsoFK/black#52,,1080485
52,jZuzp,6k1/5p1p/p5p1/8/8/2PR1PPP/1r2r3/2K2R2 w - - 3 29,f1d1 e2c2,978,74,100,230,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/4ruEo6gb#57,,3985708
53,42sbE,r2qrbk1/3b1ppp/2p1pn2/p1Pp2N1/3P4/3BP3/P1Q2PPP/R1B2RK1 b - - 11 16,h7h6 d3h7 f6h7 c2h7,978,74,97,4444,kingsideAttack mate mateIn2 opening short,https://lichess.org/RHYhABoM/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,354314
54,437LZ,8/8/1R5p/6pk/8/7P/2r2rP1/6RK b - - 2 37,c2a2 g2g4 h5h4 b6h6,979,74,97,2985,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/F4kE0TIK/black#74,,354676
55,L2m3v,r1bqr1k1/1pp2p1Q/2n1pbB1/p7/3P4/2P2N2/PP3PPP/R3K2R b KQ - 6 16,g8f8 h7f7,979,74,100,176,mate mateIn1 middlegame oneMove,https://lichess.org/UuYYOwqP/black#32,French_Defense French_Defense_Rubinstein_Variation,1840044
56,S71jF,2k5/8/7P/2p2b2/p7/2N5/PK1r4/R7 w - - 4 37,b2c1 d2c2 c1d1 c2c3,979,74,98,2943,advantage endgame fork short,https://lichess.org/kHpG9VlC#73,,2458665
57,g4ach,8/1p3p2/3k4/p2P1n2/P4B2/1P3K2/r4P2/4R3 b - - 2 37,d6d5 e1e5 d5c6 e5f5,979,74,100,147,crushing endgame fork short,https://lichess.org/zZFh23AK/black#74,,3678450
58,uJk2m,8/1R4p1/4p1kp/p3Pp2/P2P4/5N2/4qPPP/1R4K1 w - - 1 39,b1b2 e2d1 f3e1 d1e1,980,74,98,3115,endgame mate mateIn2 short,https://lichess.org/zBXT1zrq#77,,4926687
59,erJ7Z,8/2p2p2/4q1pk/Q7/Pn6/5P2/1P3PK1/8 b - - 0 40,b4d3 a5d2 h6h7 d2d3,980,74,96,3797,crushing endgame fork short,https://lichess.org/e9eiinxq/black#80,,3572033
60,nvx97,r1b1r1k1/p1p2ppp/8/2P1q3/8/2P4P/PP2BQP1/R4RK1 b - - 2 18,e5e2 f2f7 g8h8 f7f8 e8f8 f1f8,981,74,98,1289,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/bceIgy1z/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,4367165
61,LkyJR,8/2R2pk1/2p3bp/8/r7/4NK1P/P4PP1/8 w - - 14 36,c7c6 g6e4 f3g3 e4c6,982,74,98,3661,advantage endgame fork short,https://lichess.org/bEyzWPFk#71,,1902503
62,eYjwD,2r2rk1/5ppp/8/pQ2RP2/8/P7/1P3q1P/1K1R4 w - - 2 28,b5a5 f2c2 b1a2 c2d1,984,74,97,3245,crushing endgame fork short,https://lichess.org/JcfdfNqC#55,,3545976
63,WCcRG,r1q2rk1/ppp2np1/3p1b1p/5N2/1P2PP2/2P5/P3Q1PP/R4RK1 b - - 2 21,f6c3 f5e7 g8h7 e7c8,985,74,98,3421,advantage fork middlegame short,https://lichess.org/v1heLzwf/black#42,,2815448
64,ytxlW,1br2rk1/6p1/p3p3/1pNp4/3P2p1/2P3pP/PP2Q3/6K1 b - - 1 30,f8f2 e2e6 g8h7 e6c8,985,74,97,4190,crushing endgame fork short,https://lichess.org/dYtIMZNc/black#60,,5327722
65,IXcrA,3k4/2p4p/2Qp2p1/3P4/P3q3/5pP1/1P3P1P/4B1K1 w - - 1 38,g1f1 e4e2 f1g1 e2e1,986,74,100,952,deflection endgame mate mateIn2 short,https://lichess.org/AlYf1vCW#75,,1621764
66,QyWUi,r2qkb1r/ppp2pp1/1n3p1p/3p4/3P4/2NQP2P/PPP2PP1/R3K1NR b KQkq - 0 9,f8b4 d3b5 c7c6 b5b4,987,74,97,4193,advantage fork middlegame short,https://lichess.org/juAQkjwB/black#18,Richter-Veresov_Attack Richter-Veresov_Attack_Other_variations,2358964
67,iUmLJ,r2q4/2p2Bk1/p4n1r/1p2nP2/3N2b1/P2PQ2p/1PP3PP/2R2RK1 b - - 0 23,e5f7 d4e6 g7h7 e6d8,987,74,98,2410,advantage fork middlegame short,https://lichess.org/Wa4d1UJy/black#46,,3890325
68,vBQSn,r4rk1/3nqpbp/2pp1np1/1N2p1B1/1PP1P3/5B1P/5PP1/R2Q1RK1 w - - 0 17,b5d6 a8a1 d1a1 e7d6,988,74,96,5147,advantage middlegame short,https://lichess.org/UlXfFKe3#33,Kings_Indian_Defense Kings_Indian_Defense_Zinnowitz_Variation,5002066
69,MEty2,6k1/1b4p1/6p1/pP2P3/P1pQ4/4R1P1/5r1P/2RK2r1 w - - 7 34,e3e1 b7f3,988,74,98,1675,endgame mate mateIn1 oneMove,https://lichess.org/vWoieToV#67,,1944957
70,ZovFJ,r4bk1/2q5/5Pp1/1p1pB1P1/2p4Q/1P5P/P7/5R1K b - - 0 33,c7e5 f6f7 g8g7 h4h6,989,74,97,3639,advancedPawn endgame mate mateIn2 short,https://lichess.org/uFvg3z6T/black#66,,3131513
71,GHToP,4nk2/5ppp/r7/1p2N3/5P2/P6P/nKP3P1/4R3 b - - 2 26,b5b4 e5d7 f8g8 e1e8,989,74,98,4193,backRankMate deflection discoveredAttack endgame mate mateIn2 short,https://lichess.org/2zUwFIwc/black#52,,1424230
72,KqrFE,r1b1k2r/1p1p1ppp/p1q1p3/3nP3/2P5/2PBB3/P3QPPP/R3K2R w KQkq - 1 13,c4d5 c6c3 e2d2 c3a1,989,73,98,3733,advantage fork middlegame short,https://lichess.org/bqEhXD0D#25,Sicilian_Defense Sicilian_Defense_OKelly_Variation,1823350
73,m042I,r5k1/pR4p1/2n1p1p1/3pb3/7q/N5P1/P6P/2B2Q1K b - - 0 21,e5g3 f1f7 g8h8 f7g7,990,74,97,1546,mate mateIn2 middlegame short,https://lichess.org/8JLFKgxb/black#42,,4198151
74,KTKnH,8/5pp1/3kp1p1/N2p4/P3P3/1P3PKP/1r4P1/8 b - - 0 42,d5e4 a5c4 d6c5 c4b2,990,74,96,3827,crushing endgame fork short,https://lichess.org/kppAOenK/black#84,,1790482
75,9cuJ2,1k1r4/ppp5/8/4Q1p1/3r3p/BP5P/P2q2P1/2R4K b - - 0 32,d4d5 e5c7 b8a8 c7c8 d8c8 c1c8,990,74,97,4984,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/PJBKWo1Y/black#64,,842688
76,qfqXw,r1b4k/1pp2Bp1/p1n2NQp/8/8/5N1P/Pq3PP1/4R1K1 b - - 0 23,b2f6 e1e8,990,74,97,1130,mate mateIn1 middlegame oneMove,https://lichess.org/jBiEBfx0/black#46,,4606689
77,tg4vJ,5r1k/6p1/p1p1Q1Pp/2p5/3qPB1b/1P1P3P/P5P1/5R1K w - - 1 28,f4d6 f8f1 h1h2 d4g1,992,74,97,4774,endgame hangingPiece kingsideAttack mate mateIn2 short,https://lichess.org/PNd9u6Hw#55,,4870487
78,OU9e6,6k1/p4pp1/6b1/3p3p/8/1QPq3P/PP1Nr3/2K2RR1 w - - 5 25,f1f3 d3d2,992,74,96,116,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/3rIhZPPs#49,,2141055
79,B7gb0,4rrkR/1p2pp2/p2p2p1/3P1NQ1/1qP5/1P5P/P4PP1/6K1 b - - 2 31,g8h8 g5h6 h8g8 h6g7,992,74,100,2899,endgame kingsideAttack mate mateIn2 short,https://lichess.org/Gx6L30Xq/black#62,,973409
80,Vtiy9,1r4k1/4bppp/4p3/2q1P3/8/1p1Q1N1P/4RPPB/6K1 w - - 1 29,e2b2 c5c1 d3f1 c1b2,994,74,98,2862,crushing fork middlegame short,https://lichess.org/lDQpJUNo#57,,2788864
81,WGZCN,2r1rnk1/3q1ppp/1p3nb1/pP1N4/P2Pp3/1Q2P1N1/2R1BPPP/2R3K1 b - - 0 22,f6d5 c2c8 e8c8 c1c8 d7c8 b3d5,994,74,100,614,advantage long middlegame,https://lichess.org/S9rL1PN5/black#44,,2821074
82,O9V86,r2k2nr/ppp3Q1/4pp2/3p2p1/1qnP4/1PN1PNB1/PK3PPP/3R3R w - - 1 20,b2a1 b4c3 a1b1 c4a3,995,74,97,2361,hangingPiece mate mateIn2 middlegame short,https://lichess.org/tuvj88H4#39,,2111881
83,dGuwX,r1b2r1k/1p5R/4pp2/p6p/5P1P/1P1B4/PBPq4/1K5R b - - 1 27,h8g8 h1g1 d2g2 g1g2,995,74,100,169,mate mateIn2 middlegame short,https://lichess.org/wPFLGyI4/black#54,,3433761
84,gXU34,8/8/6k1/4q2p/P2R1p2/1P1R2pP/3N2PK/8 w - - 0 41,h2g1 e5e1 d2f1 e1f2 g1h1 f2f1,995,74,98,4164,deflection endgame long mate mateIn3,https://lichess.org/4HRdUXpR#81,,3718956
85,MYKuH,1q3QK1/8/1p6/1k6/8/P7/7P/8 b - - 0 48,b8f8 g8f8 b5a4 h2h4 b6b5 h4h5 a4a3 h5h6,995,74,100,355,crushing endgame quietMove veryLong,https://lichess.org/uE02gvOZ/black#96,,1972423
86,07QDy,4r1r1/pp3p1k/5p1p/6q1/8/P1P2R2/5PPQ/4R1K1 w - - 10 27,e1e8 g5c1 e8e1 c1e1,995,74,98,6959,endgame mate mateIn2 short,https://lichess.org/V7ubxiPa#53,,10455
87,Aym5G,3R4/5k2/2p4q/pp6/8/P3n1PN/1PP3K1/4Q3 w - - 2 33,g2h1 h6h3 h1g1 h3g2,995,74,98,3592,endgame hangingPiece mate mateIn2 short,https://lichess.org/GXv2A6Sq#65,,960784
88,Xykes,4Q3/p5pk/1p2p2p/2p1Pr2/2Pq1P2/P7/KP4RP/8 b - - 6 36,d4f4 e8g6 h7h8 g6g7,995,74,98,2071,endgame mate mateIn2 short,https://lichess.org/gdV6yGsl/black#72,,2970528
89,f9xDW,2rr3k/1p3p1p/p3RPp1/3N4/1P1Q4/8/1Pq3PP/5BK1 b - - 0 29,f7e6 f6f7 e6e5 d4e5,995,74,97,5076,advancedPawn discoveredAttack endgame mate mateIn2 short,https://lichess.org/Rq9QYCBM/black#58,,3598299
90,NL7zm,8/6k1/2pQ3p/b1Pp1ppq/3P4/4B1P1/3K1P1P/8 w - - 14 39,d2d3 h5d1 e3d2 d1d2,996,74,100,190,endgame mate mateIn2 short,https://lichess.org/FvV83yv9#77,,2041283
91,9aVWJ,1B4rr/1k2b1q1/1Ppp3p/2n1p3/4Pp1N/Q1PP1N1b/P4PP1/R4RK1 b - - 7 23,g8b8 a3a7 b7c8 a7c7,996,74,97,4299,mate mateIn2 middlegame short,https://lichess.org/O8BhY2Hi/black#46,,839312
92,B94Cg,8/p7/1b6/5p2/3p4/6P1/P3k1KP/3R4 w - - 5 39,d1b1 d4d3 b1b2 d3d2,997,74,100,177,advancedPawn advantage defensiveMove endgame short,https://lichess.org/A1Lcn54V#77,,975340
93,hV9p7,r3kn1R/1pQ2pp1/2p1p3/p7/3q4/P7/1P6/K7 b q - 3 32,d4d7 h8f8 e8f8 c7d7,997,74,99,3543,advantage deflection endgame short,https://lichess.org/NGMmD7H3/black#64,,3802973
94,Qjmvz,r1bq1r1k/pp2b1pp/2n5/2p1Np2/1n6/1QNP2P1/PP3PBP/R1B1R1K1 b - - 5 13,c6d4 e5f7 f8f7 b3f7,998,74,100,470,advantage fork middlegame short,https://lichess.org/7ctSZxgQ/black#26,English_Opening English_Opening_Anglo-Dutch_Defense,2338138
95,kDc2E,r7/1p1n2p1/1bpkp2p/4p3/1p2Pr2/P1P2N1P/1N2RPP1/2K4R w - - 0 22,a3b4 a8a1 c1c2 a1h1,998,74,97,7977,crushing middlegame short skewer,https://lichess.org/8QrXJEy7#43,,4041615
96,RgCmY,5q2/5p1k/p3p3/7Q/6N1/6P1/P4PPK/3r4 b - - 0 33,h7g7 h5h6 g7g8 g4f6,998,74,98,3273,endgame mate mateIn2 short,https://lichess.org/tlLNyNDa/black#66,,2420867
97,Cvadp,r1b3k1/5pp1/p5np/1p5Q/4r3/2qBB2P/P1P3P1/3R1RK1 w - - 0 23,d3e4 c3e3 f1f2 e3e4,998,74,98,4115,advantage fork hangingPiece middlegame short,https://lichess.org/aHMaMqhL#45,,1131224
98,LkmKw,4q2k/2p1P1pp/1p6/p2Q4/3P4/2P4P/6P1/6K1 b - - 1 33,e8e7 d5a8 e7d8 a8d8,999,74,97,4179,backRankMate endgame mate mateIn2 queenEndgame short,https://lichess.org/qPNNF9xu/black#66,,1902233
99,Z8zSc,1q6/6kp/4Q1p1/5pB1/3P3P/4P3/1p3PP1/6K1 w - - 3 44,g5f6 g7h6 f6e5 b2b1q,999,74,97,4167,advancedPawn crushing endgame promotion short,https://lichess.org/qdR8fQV9#87,,3072310
100,WKtO8,1k6/1p3R1p/3p4/p1pq4/6P1/1P5K/P5P1/5R2 w - - 2 35,f7h7 d5d3 f1f3 d3h7,1001,74,98,5356,advantage endgame fork queenRookEndgame short,https://lichess.org/hA2Khv56#69,,2827130
101,ge39K,8/5p2/1k1r2p1/R6p/KP3P1P/6P1/8/8 w - - 9 46,b4b5 d6d4 a4b3 b6a5,1001,74,100,223,crushing deflection endgame rookEndgame short,https://lichess.org/ap7qbk2w#91,,3728297
102,yfDMY,k7/pp3P1p/2p3q1/3pQ3/3P4/8/P6P/7K b - - 2 30,g6f7 e5h8 f7e8 h8e8,1001,74,97,3604,backRankMate endgame mate mateIn2 queenEndgame short,https://lichess.org/6b7VEk9f/black#60,,5306726
103,YXtPS,4r3/3Q1p1p/p2p2k1/2rP1p2/8/8/PP4PP/6K1 b - - 2 30,e8e5 d7d6 f7f6 d6c5,1002,74,96,4414,crushing endgame fork queenRookEndgame short,https://lichess.org/ai4l4sFG/black#60,,3020275
