,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ID
52,DG2W3,2k4r/ppp2pp1/2nrpn2/7p/7q/2NP1B2/PPP2P1N/R2Q1RK1 w - - 0 15,c3e4 f6g4 h2g4 h5g4,2102,76,99,106,advantage middlegame short,https://lichess.org/E9J0TXKM#29,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,1159873
53,S5ILW,8/8/5np1/b2k2P1/1p1B1K2/1P6/8/8 w - - 0 45,g5f6 d5d4 f6f7 a5c7,2102,76,99,152,bishopEndgame crushing endgame hangingPiece master short,https://lichess.org/lCtwop1d#89,,2456206
54,x3396,5rk1/p2pQ2p/P1q3p1/1p2Pr2/2pPN3/2P2P2/P6P/5RK1 b - - 2 26,f5f3 f1f3 f8f3 e4f6 c6f6 e5f6,2102,76,100,90,crushing endgame long,https://lichess.org/ycy3EUCM/black#52,,5165081
55,D6kik,8/1p6/3N4/1PPbk3/6pp/8/5K1P/8 w - - 0 45,f2g1 b7b6 d6e8 b6c5,2102,76,98,97,crushing endgame short,https://lichess.org/sLFb8MDf#89,,1146844
56,st942,r7/8/P3R3/8/1pP2k2/1Kb2p2/R7/8 w - - 2 50,b3c2 f3f2 e6e7 a8f8,2102,75,99,342,advancedPawn crushing defensiveMove endgame short,https://lichess.org/0wp12O8N#99,,4800977
57,nJ7fU,1r3k2/p2q2p1/P4p1p/1Pp1p2P/2QpP1P1/3P4/2K1P3/1R6 w - - 11 46,c2b3 d7b5 c4b5 b8b5,2102,74,100,122,crushing endgame master short,https://lichess.org/DDt9Kh8E#91,,4312336
58,j77qi,8/pp2bk2/4N1p1/2pQp1Pp/2P1P1qP/8/P7/5K2 b - - 12 42,g4h4 e6f4 f7e8 d5g8 e8d7 g8e6,2102,75,100,100,crushing discoveredAttack endgame long,https://lichess.org/llibMu37/black#84,,3944679
59,rNyIf,8/4r3/8/4k3/6PK/2p4p/8/4R3 b - - 1 53,e5d4 e1e7 c3c2 e7e1,2102,75,99,691,crushing defensiveMove endgame hangingPiece master rookEndgame short,https://lichess.org/zTwff2DD/black#106,,4669342
60,KnPuN,8/4K1R1/4P3/5k2/8/8/4r1p1/8 w - - 1 68,e7d7 f5f6 g7g8 e2d2 d7c6 f6e6,2102,75,100,61,crushing deflection endgame long rookEndgame,https://lichess.org/xJIeCifj#135,,1818608
61,5xVan,8/2r2kp1/8/p7/P3q3/8/3QpK2/6R1 b - - 4 58,e4a4 d2d5 f7f8 d5d8 a4e8 d8c7,2102,76,99,251,crushing endgame fork long,https://lichess.org/IHiU2cMO/black#116,,521615
62,Uk2vP,8/5pk1/8/5pPp/7P/8/5P1K/8 b - - 0 59,g7g6 h2g3 f7f6 g5f6,2102,75,98,67,crushing endgame master pawnEndgame short,https://lichess.org/eT8twMcc/black#118,,2688052
63,ZVCeq,2r3k1/pp4pq/5p1p/3b4/4N1PQ/P4NBP/1b3P2/4R1K1 w - - 3 28,f3d2 g7g5 h4h5 d5f7,2102,75,99,207,advantage master middlegame short,https://lichess.org/mnJYnlY5#55,,3103564
64,q4tLR,5rk1/ppQ2pp1/7p/8/1P3n1q/P3RP2/2P2P1P/3R2K1 w - - 1 24,e3e4 f4h3 g1g2 h4f2 g2h3 f2f3,2102,76,99,396,advantage deflection endgame long,https://lichess.org/FVJ1k4rq#47,,4554550
65,m8ljD,8/8/pp1k4/2p1p1p1/P1P3P1/1P1K1P1p/7P/8 b - - 1 44,a6a5 d3e3 d6d7 e3f2 d7c6 f2g3,2102,75,100,112,crushing endgame long pawnEndgame zugzwang,https://lichess.org/WSqlhQtv/black#88,,4210544
66,WyF3b,4r3/pp6/6nR/2R2k2/4b2P/8/P4P2/6K1 b - - 2 37,e8e5 h6g6 e5c5 g6g5 f5e6 g5c5,2102,76,99,261,advantage endgame long sacrifice skewer,https://lichess.org/kxOfH6Fc/black#74,,2882305
67,7YYNl,1r4k1/pb3ppp/8/4r3/1P6/P3PP2/2Q2P1P/R5K1 w - - 0 24,a1d1 e5g5 g1f1 b7a6 f1e1 g5g1 e1d2 b8d8,2102,75,99,376,advantage endgame veryLong,https://lichess.org/eJKtOdbH#47,,661359
68,mAgbL,4r1k1/1p1b1p2/p1p3pQ/4PP2/P3B3/3P2b1/1q6/5R1K b - - 2 35,g3e5 f5g6 b2h2 h6h2 e5h2 g6f7,2102,74,98,499,advancedPawn crushing long middlegame,https://lichess.org/cQlpaQnX/black#70,,4213225
69,p2l23,5rk1/4qr2/p1Pp1ppp/3Q1b2/8/4R2P/PR3PP1/6K1 b - - 4 26,e7c7 b2b7 c7d8 e3e7 d8e7 b7e7,2102,76,98,138,advantage long middlegame pin,https://lichess.org/FWOwVIul/black#52,,4464142
70,vvsy1,4r2k/p5pb/2p4p/2Pp1p1P/3q1P2/4R3/P4KB1/1R5Q w - - 0 33,b1e1 d4f4 g2f3 f4d4 f2g2 e8e3 e1e3 d4e3,2102,76,100,94,advantage middlegame pin veryLong,https://lichess.org/3ZsKTtcv#65,,5067583
71,1iBDL,1r1qnk1r/2p3p1/2Qbpp1p/3p4/1P1P1B2/2PbPN1P/P2N1PP1/R4RK1 w - - 2 16,f1e1 d3b5 f4d6 c7d6 c6b5 b8b5,2102,76,100,101,advantage long middlegame trappedPiece,https://lichess.org/ycSt1Vtg#31,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,149714
72,befA5,Q1b4r/p1pk2pp/5p2/7q/3P1b2/1P2P1P1/P1P4P/R1B1K2R w KQ - 0 23,e3f4 c8a6 a8g2 h8e8 c1e3 e8e3 e1d2 e3e2,2102,76,100,212,advantage exposedKing middlegame quietMove veryLong,https://lichess.org/hvVBmW92#45,,3291944
73,PjFRW,8/8/P7/4kb2/6p1/3pK3/8/3B4 b - - 0 42,g4g3 d1f3 f5h3 a6a7 g3g2 e3f2,2102,75,98,107,advancedPawn bishopEndgame crushing endgame long quietMove,https://lichess.org/z7knnwvF/black#84,,2250004
74,e8Cut,2r5/2PQ4/1p2Pkpq/4bp2/6n1/4P1P1/4NPBr/2R1R1K1 w - - 5 32,e2f4 h2h1 g2h1 h6h2 g1f1 h2f2,2102,76,98,556,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/p7yR09gU#63,,3508761
75,O8Of6,6k1/1b2b1p1/6qp/p7/3PpB2/7P/PP1Q1P2/4RK2 w - - 0 28,f1e2 g6h5 e2f1 h5h3,2102,75,98,210,crushing endgame short,https://lichess.org/jbdWxeeH#55,,2110336
76,yMHfm,r4r1k/p1p4p/bp2Q1pR/n7/3P1P2/2P1P1q1/PP4P1/2KR4 b - - 2 20,f8e8 h6h7 h8h7 e6f7 h7h6 d1h1 g3h2 h1h2,2102,75,99,193,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/hbMQOPsM/black#40,,5279891
77,y96Sy,3r3k/pp4pp/2p3b1/3nNpP1/1Q1Pq3/PB5P/1P3P2/2R3K1 w - - 5 27,b4b7 d5f4 b7c6 f4e2 g1f1 e2c1,2102,76,98,159,advantage fork long middlegame,https://lichess.org/iKg5V14I#53,,5261184
78,uZeIi,3Q4/p5q1/1p1nr2k/2p3p1/P1P2p1p/5P1P/5BPK/3R4 b - - 8 47,d6c4 d1d7 g7f6 d8g8 e6e7 d7e7 f6e7 g8c4,2103,76,100,98,advantage endgame veryLong,https://lichess.org/ttD1Exob/black#94,,4948986
79,QOwzF,8/2p2pp1/4p3/1p2PPP1/4P3/pk1bN3/8/K7 b - - 3 43,d3e4 g5g6 f7g6 f5f6 g7f6 e5f6 g6g5 f6f7,2103,76,98,280,advancedPawn advantage endgame veryLong,https://lichess.org/EMBnI69Z/black#86,,2308674
80,Yqrao,3r2k1/2p3p1/ppn2pN1/3q2pQ/7P/2P3P1/1P2R2K/8 b - - 2 43,g5h4 e2e8 d8e8 h5d5,2103,76,99,126,crushing deflection endgame master short,https://lichess.org/4vY9ZvQg/black#86,,3046784
81,UOKCR,1Q4r1/pp2k3/1p5n/4N2q/4P1b1/2P4P/PP3P2/R4RK1 w - - 2 29,b8c7 g4d7 e5g4 h6g4,2103,76,98,158,crushing discoveredAttack middlegame short,https://lichess.org/1zeNedJr#57,,2657871
82,X2DiE,8/8/4P1kp/8/p2K1P2/8/8/8 w - - 0 45,f4f5 g6f6 d4d5 a4a3 d5d6 a3a2 e6e7 a2a1q e7e8q a1d4,2103,75,98,318,advancedPawn crushing defensiveMove endgame pawnEndgame promotion veryLong,https://lichess.org/oVuTIzlC#89,,2887918
83,wRp5z,r3r1k1/2p2pp1/p2P3p/1p5n/8/2P3B1/P4P1P/3RR1K1 b - - 0 29,h5g3 e1e8 a8e8 d6c7 g8h7 d1d8,2103,76,98,87,advancedPawn advantage endgame long,https://lichess.org/MccWEvbD/black#58,,5112609
84,mXWlG,1r1r4/p1p1kp2/2b3p1/2p3N1/2P3pP/1P2P1P1/P2R1K2/3R4 w - - 0 25,e3e4 d8d2 d1d2 f7f6 g5f3 g4f3,2103,75,100,100,advantage endgame long,https://lichess.org/gMOE0bB8#49,,4245219
85,3gfDZ,r2q1rk1/pbpn1p1p/1p1p1bpQ/8/1PPN4/2BB4/P4PPP/R4RK1 b - - 1 14,f6g7 h6g7 g8g7 d4f5 g7g8 f5h6,2103,76,98,978,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/PGod6JL9/black#28,Philidor_Defense Philidor_Defense_Exchange_Variation,322784
86,4Iy10,7k/1p4p1/p6p/6b1/2BP2P1/2P1p2P/PP1q4/KQ6 w - - 5 37,b1g6 d2d1 g6b1 e3e2 c4e2 d1e2,2103,75,100,110,advancedPawn advantage endgame long,https://lichess.org/cHQwtg9R#73,,377219
87,zNRJa,8/8/8/3P1p2/1p3K2/1kr1R3/5P2/8 b - - 0 49,c3e3 f4e3 b3a2 d5d6 b4b3 d6d7,2103,75,100,89,advancedPawn crushing endgame long,https://lichess.org/4PdGYUmh/black#98,,5369390
88,3gozZ,8/8/4k3/2p4K/8/1P6/8/8 w - - 0 48,h5g4 e6e5 g4g5 e5d4 g5f4 d4c3,2103,76,98,238,crushing endgame long pawnEndgame,https://lichess.org/Fzrmq0qp#95,,323002
89,mejPz,2k5/pp6/8/2P1p2r/2P1P3/3K4/8/5R2 w - - 0 43,f1f5 h5f5 e4f5 a7a5,2103,75,99,216,crushing defensiveMove endgame rookEndgame short,https://lichess.org/ERaBmGeW#85,,4255428
90,sbSiq,5rk1/p5bp/2p3p1/7q/2PpQ3/8/P1PB2PP/4R2K w - - 4 28,e4c6 h5e2 h2h3 e2d2,2103,75,98,371,advantage endgame short,https://lichess.org/HlmvgORB#55,,4775722
91,xfLPA,6k1/2R3pp/4P3/2pr4/1P6/4b1P1/6KP/8 b - - 0 30,g7g6 c7c8 g8g7 e6e7,2103,76,100,55,advancedPawn crushing endgame short,https://lichess.org/e6ffr6z6/black#60,,5219104
92,QWLJz,5rk1/6r1/ppq1p2p/2b1P3/2Q2P2/2N1BR2/PP4KP/5R2 w - - 3 27,g2h3 f8f5 c4e6 c6e6,2103,75,98,280,crushing middlegame short,https://lichess.org/obNpGN7U#53,,2319119
93,htSpl,4r3/1pp1r1k1/1p1p1q1p/3P1PP1/6Q1/2PB4/PP3RP1/6K1 b - - 0 29,f6g5 g4g5 h6g5 f5f6 g7g8 f6e7,2103,76,100,102,advancedPawn advantage endgame fork long,https://lichess.org/46nJBYTP/black#58,,3837658
94,3yMog,8/6k1/5pp1/6P1/4KP2/8/8/8 b - - 1 61,f6g5 f4g5 g7f8 e4d5 f8e7 d5e5,2103,75,100,105,crushing defensiveMove endgame long master pawnEndgame zugzwang,https://lichess.org/WWashu6u/black#122,,347738
95,kNFEY,1rqr4/4ppkp/2N1p1p1/1PPn4/8/PQ3PP1/3R2KP/R7 b - - 2 33,c8c6 b3b2 e6e5 b5c6 b8b2 d2b2,2104,76,100,482,advantage intermezzo long middlegame pin,https://lichess.org/CMF1QaLN/black#66,,4055303
96,uK7fF,8/5pp1/4p1p1/1k1pPP2/1p4P1/1Pr5/r1P3RP/2KR4 b - - 0 51,c3b3 c2c4 d5c4 g2a2,2104,75,99,244,advantage discoveredAttack endgame rookEndgame short,https://lichess.org/QM3T7sqb/black#102,,4927227
97,EfcuS,8/8/8/p1pk2p1/1p4P1/PP1K4/2P5/8 w - - 0 40,a3a4 c5c4 b3c4 d5c5 d3e4 c5c4 e4f5 c4c3 f5g5 c3c2 g5f6 b4b3 g4g5 b3b2,2104,75,98,387,advancedPawn crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/95ki25qm#79,,1283228
98,zeev7,r5k1/ppp2pp1/2p4p/4Pq2/5P2/1Q5P/P1Pr2P1/R4RK1 w - - 2 25,b3b7 f5c2 b7a8 g8h7 a8c6 c2c6,2104,75,98,464,crushing endgame long sacrifice,https://lichess.org/Dbx7xFjU#49,,5393531
99,E68GX,8/2q1k3/5p2/1P1bpPpp/1QN5/7P/6PK/8 b - - 2 47,e7f7 b5b6 c7c4 b4c4 d5c4 b6b7,2104,75,100,130,advancedPawn crushing endgame long sacrifice,https://lichess.org/5hKyGTsW/black#94,,1233216
